task_1,task_2,task_3,task_4,task_5,task_6,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
72.034,0.0,0.0,0.0,0.0,0.0,0,0,12.005666666666668,72.034,0.0
71.22999999999999,0.0,0.0,0.0,0.0,0.0,0,1,11.871666666666664,71.22999999999999,0.8040000000000163
37.116,74.53999999999999,0.0,0.0,0.0,0.0,1,0,18.609333333333332,55.827999999999996,34.918000000000006
32.022,77.098,0.0,0.0,0.0,0.0,1,1,18.186666666666667,54.56,18.727
31.832,55.288,46.208,0.0,0.0,0.0,2,0,22.221333333333334,44.44266666666667,31.006000000000004
31.044,51.239999999999995,50.622,0.0,0.0,0.0,2,1,22.151,44.302,20.811333333333337
44.751999999999995,44.312,40.914,22.176,0.0,0.0,3,0,25.358999999999998,38.0385,23.25866666666667
45.784000000000006,43.488,39.604,24.834,0.0,0.0,3,1,25.618333333333336,38.4275,17.055
46.214,33.134,37.61,24.776,40.514,0.0,4,0,30.37466666666667,36.449600000000004,20.713500000000003
44.36,35.064,36.160000000000004,24.298,44.782,0.0,4,1,30.77733333333333,36.9328,16.0876
42.212,28.088,34.962,27.726,38.17,15.957999999999998,5,0,31.186000000000003,31.186000000000003,19.6424
42.480000000000004,28.292,34.786,27.522000000000002,37.988,15.6,5,1,31.111333333333334,31.111333333333334,16.92533333333333
