task_1,task_2,task_3,task_4,task_5,task_6,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
72.034,0.0,0.0,0.0,0.0,0.0,0,0,12.005666666666668,72.034,0.0
74.468,0.0,0.0,0.0,0.0,0.0,0,1,12.411333333333333,74.468,-2.4339999999999975
73.248,0.0,0.0,0.0,0.0,0.0,0,2,12.208,73.248,1.2199999999999989
71.736,0.0,0.0,0.0,0.0,0.0,0,3,11.956000000000001,71.736,2.7319999999999993
72.012,0.0,0.0,0.0,0.0,0.0,0,4,12.002,72.012,2.456000000000003
72.372,0.0,0.0,0.0,0.0,0.0,0,5,12.062,72.372,2.0960000000000036
72.49600000000001,0.0,0.0,0.0,0.0,0.0,0,6,12.082666666666668,72.49600000000001,1.9719999999999942
39.57,72.77000000000001,0.0,0.0,0.0,0.0,1,0,18.723333333333333,56.17,34.898
29.278,78.894,0.0,0.0,0.0,0.0,1,1,18.028666666666666,54.086,19.533000000000005
29.04,78.89,0.0,0.0,0.0,0.0,1,2,17.988333333333333,53.965,22.716000000000005
28.338,78.568,0.0,0.0,0.0,0.0,1,3,17.817666666666668,53.453,23.228000000000005
28.464,78.304,0.0,0.0,0.0,0.0,1,4,17.794666666666668,53.384,23.297000000000004
28.9,77.72,0.0,0.0,0.0,0.0,1,5,17.77,53.31,23.371000000000006
30.486,81.19200000000001,0.0,0.0,0.0,0.0,1,6,18.613000000000003,55.839000000000006,20.842
37.298,53.251999999999995,48.036,0.0,0.0,0.0,2,0,23.09766666666667,46.19533333333334,32.55500000000001
33.036,45.468,59.763999999999996,0.0,0.0,0.0,2,1,23.044666666666668,46.089333333333336,21.80933333333334
33.022,43.294,62.126,0.0,0.0,0.0,2,2,23.073666666666668,46.147333333333336,25.660666666666675
32.876,43.114,61.59400000000001,0.0,0.0,0.0,2,3,22.930666666666667,45.861333333333334,26.733999999999998
32.072,43.146,61.056,0.0,0.0,0.0,2,4,22.712333333333333,45.42466666666667,27.170666666666666
31.502,42.736000000000004,63.410000000000004,0.0,0.0,0.0,2,5,22.941333333333333,45.882666666666665,26.712666666666667
31.560000000000002,42.768,63.081999999999994,0.0,0.0,0.0,2,6,22.901666666666667,45.803333333333335,27.22000000000001
41.434,38.648,42.104,33.428000000000004,0.0,0.0,3,0,25.935666666666666,38.9035,32.29466666666667
38.122,36.254,31.351999999999997,52.35799999999999,0.0,0.0,3,1,26.34766666666667,39.5215,23.60300000000001
37.767999999999994,36.221999999999994,31.357999999999997,52.58200000000001,0.0,0.0,3,2,26.32166666666667,39.4825,28.3745
37.418,36.43,31.422000000000004,52.705999999999996,0.0,0.0,3,3,26.329333333333334,39.494,28.419000000000004
38.738,36.606,31.784,52.705999999999996,0.0,0.0,3,4,26.638999999999996,39.958499999999994,27.985500000000002
38.918,36.721999999999994,31.782,52.914,0.0,0.0,3,5,26.722666666666665,40.083999999999996,27.86
38.62,36.87,32.462,52.739999999999995,0.0,0.0,3,6,26.782,40.173,27.823000000000008
44.742000000000004,42.718,39.186,24.901999999999997,35.472,0.0,4,0,31.17,37.404,30.109
42.312,33.248000000000005,37.208,23.695999999999998,49.682,0.0,4,1,31.024333333333335,37.229200000000006,24.262000000000008
42.666,34.844,37.802,23.644,49.436,0.0,4,2,31.398666666666667,37.678399999999996,26.654800000000005
42.488,35.024,37.768,23.288,50.112,0.0,4,3,31.44666666666667,37.736000000000004,26.597200000000004
42.574,35.288,37.862,23.318,49.692,0.0,4,4,31.45566666666667,37.7468,26.672400000000003
43.22,35.70399999999999,38.632,23.541999999999998,52.314,0.0,4,5,32.23533333333333,38.682399999999994,25.736800000000006
43.614,35.938,38.784000000000006,23.368000000000002,52.462,0.0,4,6,32.361,38.8332,26.026400000000002
48.998000000000005,35.327999999999996,37.522000000000006,22.241999999999997,34.477999999999994,21.232,5,0,33.3,33.3,29.175600000000003
45.480000000000004,33.102,36.562,17.984,35.562,32.010000000000005,5,1,33.449999999999996,33.449999999999996,24.163
45.162,31.71,36.471999999999994,16.842000000000002,33.494,33.757999999999996,5,2,32.90633333333333,32.90633333333333,26.503000000000004
45.08,34.17,36.525999999999996,16.88,34.898,33.324,5,3,33.47966666666667,33.47966666666667,26.221000000000004
44.529999999999994,34.114,36.49,16.82,35.382,35.55,5,4,33.81433333333333,33.81433333333333,25.88633333333334
44.794,34.086,36.251999999999995,16.818,35.444,35.396,5,5,33.79833333333334,33.79833333333334,26.201000000000004
44.732,33.908,36.284,16.875999999999998,35.506,35.483999999999995,5,6,33.79833333333334,33.79833333333334,26.201000000000008
