task_1,task_2,task_3,task_4,task_5,task_6,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
72.034,0.0,0.0,0.0,0.0,0.0,0,0,12.005666666666668,72.034,0.0
74.468,0.0,0.0,0.0,0.0,0.0,0,1,12.411333333333333,74.468,-2.4339999999999975
40.534,72.61800000000001,0.0,0.0,0.0,0.0,1,0,18.858666666666668,56.57600000000001,33.934000000000005
32.260000000000005,76.45599999999999,0.0,0.0,0.0,0.0,1,1,18.119333333333334,54.358,19.18500000000001
43.516000000000005,48.245999999999995,32.903999999999996,0.0,0.0,0.0,2,0,20.777666666666665,41.55533333333333,29.580999999999996
34.888,41.082,59.322,0.0,0.0,0.0,2,1,22.548666666666666,45.09733333333333,16.17866666666666
53.536,31.130000000000003,41.518,33.06,0.0,0.0,3,0,26.540666666666667,39.811,28.02066666666666
49.18,27.594,33.744,50.672000000000004,0.0,0.0,3,1,26.865,40.2975,20.528999999999996
50.658,33.878,37.012,33.284,33.114,0.0,4,0,31.324333333333332,37.5892,26.5215
50.082,26.258,34.094,30.983999999999998,44.96,0.0,4,1,31.063000000000002,37.275600000000004,21.530800000000003
51.827999999999996,30.124000000000002,34.0,31.215999999999998,27.886000000000003,15.0,5,0,31.675666666666668,31.675666666666668,26.164800000000003
47.89,28.268,33.192,27.613999999999997,27.910000000000004,27.012,5,1,31.980999999999998,31.980999999999998,21.498666666666665
