task_1,task_2,task_3,task_4,task_5,task_6,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
67.812,0.0,0.0,0.0,0.0,0.0,0,0,11.302,67.812,0.0
69.65799999999999,0.0,0.0,0.0,0.0,0.0,0,1,11.609666666666664,69.65799999999999,-1.8459999999999894
70.178,0.0,0.0,0.0,0.0,0.0,0,2,11.696333333333333,70.178,-0.5200000000000102
71.3,0.0,0.0,0.0,0.0,0.0,0,3,11.883333333333333,71.3,-1.1219999999999999
70.11,0.0,0.0,0.0,0.0,0.0,0,4,11.685,70.11,1.1899999999999977
47.0,50.077999999999996,0.0,0.0,0.0,0.0,1,0,16.179666666666666,48.539,24.299999999999997
46.714,59.916,0.0,0.0,0.0,0.0,1,1,17.771666666666665,53.315,7.373999999999999
45.391999999999996,61.482000000000006,0.0,0.0,0.0,0.0,1,2,17.81233333333333,53.437,12.170999999999996
45.084,61.839999999999996,0.0,0.0,0.0,0.0,1,3,17.820666666666668,53.462,12.929000000000002
45.164,61.89399999999999,0.0,0.0,0.0,0.0,1,4,17.843,53.528999999999996,13.041
35.542,47.832,44.238,0.0,0.0,0.0,2,0,21.268666666666665,42.53733333333333,24.909999999999993
24.252,47.504,51.766,0.0,0.0,0.0,2,1,20.587,41.174,17.97
24.524,48.72,54.108000000000004,0.0,0.0,0.0,2,2,21.225333333333335,42.45066666666667,19.202666666666662
26.624000000000002,48.394,56.234,0.0,0.0,0.0,2,3,21.875333333333334,43.75066666666667,18.68333333333333
26.826,47.839999999999996,56.720000000000006,0.0,0.0,0.0,2,4,21.897666666666666,43.79533333333333,19.347333333333328
39.8,44.88,49.089999999999996,23.252000000000002,0.0,0.0,3,0,26.170333333333335,39.255500000000005,18.714666666666666
30.256,36.662,43.702,34.962,0.0,0.0,3,1,24.263666666666666,36.3955,16.895999999999994
33.468,39.206,41.668,41.327999999999996,0.0,0.0,3,2,25.945000000000004,38.917500000000004,17.301499999999997
32.858000000000004,38.736000000000004,43.844,41.501999999999995,0.0,0.0,3,3,26.156666666666666,39.235,18.575499999999998
32.616,38.942,43.934,41.894,0.0,0.0,3,4,26.230999999999998,39.3465,18.5075
39.154,39.792,38.688,38.4,26.514,0.0,4,0,30.424666666666667,36.5096,18.943499999999997
30.137999999999998,37.278,35.67999999999999,45.624,36.403999999999996,0.0,4,1,30.854,37.0248,14.639600000000002
30.953999999999997,36.842,34.75,45.239999999999995,38.024,0.0,4,2,30.968333333333334,37.162,17.2264
32.272,36.542,33.384,42.303999999999995,42.65,0.0,4,3,31.191999999999997,37.4304,17.282000000000004
32.230000000000004,36.660000000000004,33.352,42.246,42.653999999999996,0.0,4,4,31.19033333333334,37.4284,18.2092
33.448,37.934000000000005,34.144,38.378,36.129999999999995,24.06,5,0,34.01566666666667,34.01566666666667,19.6316
28.96,33.678,31.248,36.001999999999995,40.284000000000006,33.236000000000004,5,1,33.901333333333326,33.901333333333326,16.474
28.98,35.827999999999996,32.196,35.618,39.589999999999996,32.238,5,2,34.074999999999996,34.074999999999996,17.829666666666665
29.330000000000002,35.886,32.286,35.564,39.62,32.266,5,3,34.15866666666667,34.15866666666667,17.745999999999995
29.413999999999998,35.83,32.288,35.654,39.53,32.03,5,4,34.12433333333333,34.12433333333333,17.780333333333335
