task_1,task_2,task_3,task_4,task_5,task_6,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
70.628,0.0,0.0,0.0,0.0,0.0,0,0,11.771333333333333,70.628,0.0
71.22,0.0,0.0,0.0,0.0,0.0,0,1,11.87,71.22,-0.5919999999999987
74.2,0.0,0.0,0.0,0.0,0.0,0,2,12.366666666666667,74.2,-2.980000000000004
74.088,0.0,0.0,0.0,0.0,0.0,0,3,12.347999999999999,74.088,0.11200000000000898
77.04400000000001,0.0,0.0,0.0,0.0,0.0,0,4,12.84066666666667,77.04400000000001,-2.8440000000000083
77.57000000000001,0.0,0.0,0.0,0.0,0.0,0,5,12.928333333333335,77.57000000000001,-0.5259999999999962
77.958,0.0,0.0,0.0,0.0,0.0,0,6,12.993,77.958,-0.387999999999991
44.418,71.53,0.0,0.0,0.0,0.0,1,0,19.32466666666667,57.974000000000004,33.54
38.862,78.398,0.0,0.0,0.0,0.0,1,1,19.543333333333333,58.629999999999995,16.114
36.676,79.486,0.0,0.0,0.0,0.0,1,2,19.360333333333333,58.081,20.096999999999994
34.572,80.724,0.0,0.0,0.0,0.0,1,3,19.216,57.648,21.073999999999998
34.132,80.84,0.0,0.0,0.0,0.0,1,4,19.162000000000003,57.486000000000004,21.855
33.054,80.838,0.0,0.0,0.0,0.0,1,5,18.982,56.946,22.453000000000003
33.398,80.48400000000001,0.0,0.0,0.0,0.0,1,6,18.980333333333334,56.941,22.457999999999995
37.862,54.089999999999996,39.858,0.0,0.0,0.0,2,0,21.968333333333334,43.93666666666667,33.423
40.501999999999995,52.778,50.188,0.0,0.0,0.0,2,1,23.911333333333335,47.82266666666667,18.395999999999997
43.471999999999994,48.208,56.49400000000001,0.0,0.0,0.0,2,2,24.695666666666668,49.391333333333336,20.270666666666667
43.588,48.326,57.274,0.0,0.0,0.0,2,3,24.864666666666665,49.72933333333333,22.03466666666667
44.332,48.032,57.662,0.0,0.0,0.0,2,4,25.004333333333335,50.00866666666667,22.01533333333333
43.274,48.972,59.326,0.0,0.0,0.0,2,5,25.262,50.524,21.62933333333333
44.54,49.977999999999994,61.062,0.0,0.0,0.0,2,6,25.929999999999996,51.85999999999999,20.848000000000003
48.282,43.838,38.95399999999999,34.65,0.0,0.0,3,0,27.62066666666667,41.431000000000004,29.595333333333333
44.292,41.368,33.172,49.176,0.0,0.0,3,1,28.00133333333333,42.001999999999995,21.625500000000002
43.828,41.602,32.06,50.112,0.0,0.0,3,2,27.933666666666667,41.9005,25.3585
43.596000000000004,42.344,34.708000000000006,53.507999999999996,0.0,0.0,3,3,29.026,43.539,23.954
43.714,42.372,34.586,53.50599999999999,0.0,0.0,3,4,29.029666666666667,43.5445,24.7975
43.178,42.815999999999995,34.763999999999996,53.266,0.0,0.0,3,5,29.004,43.506,24.836
42.092,42.17,35.274,53.596000000000004,0.0,0.0,3,6,28.855333333333334,43.283,25.058999999999997
45.239999999999995,43.18,36.15,33.602,41.704,0.0,4,0,33.312666666666665,39.9752,28.821000000000005
42.414,41.884,35.75,30.889999999999997,48.212,0.0,4,1,33.19166666666666,39.83,23.201999999999998
43.206,43.05800000000001,35.79,30.244,50.098,0.0,4,2,33.73266666666667,40.479200000000006,23.8544
41.260000000000005,43.53,37.286,31.178000000000004,51.378,0.0,4,3,34.105333333333334,40.9264,23.784399999999998
41.404,43.592,37.312,31.332,51.25599999999999,0.0,4,4,34.14933333333334,40.979200000000006,23.987600000000004
41.142,42.876,37.224000000000004,31.998,50.862,0.0,4,5,34.017,40.8204,24.1464
39.952,41.796,38.142,33.08,54.076,0.0,4,6,34.50766666666666,41.40919999999999,23.5576
42.65599999999999,37.82,38.332,33.722,38.239999999999995,20.576,5,0,35.22433333333333,35.22433333333333,27.3524
41.962,30.889999999999997,37.089999999999996,29.441999999999997,36.286,38.910000000000004,5,1,35.763333333333335,35.763333333333335,22.254666666666665
41.583999999999996,29.624000000000002,34.768,28.622000000000003,36.403999999999996,39.69,5,2,35.11533333333333,35.11533333333333,25.958333333333332
41.67,29.444,34.676,28.625999999999998,36.432,39.602,5,3,35.075,35.075,26.128666666666664
41.96,29.806,34.116,28.984,33.592,42.88,5,4,35.223000000000006,35.223000000000006,25.980666666666668
42.14,29.774,34.056,28.894,33.384,42.818,5,5,35.17766666666666,35.17766666666666,26.557666666666673
42.084,29.512,34.056,28.927999999999997,33.412,42.698,5,6,35.115,35.115,26.62033333333334
