run,task,cycle,task_1,task_2,task_3,task_4,task_5
0,0,0,79.81,0.0,0.0,0.0,0.0
0,0,1,82.54,0.0,0.0,0.0,0.0
0,0,2,84.06,0.0,0.0,0.0,0.0
0,0,3,86.19,0.0,0.0,0.0,0.0
0,0,4,86.12,0.0,0.0,0.0,0.0
0,0,5,85.92,0.0,0.0,0.0,0.0
0,1,0,65.34,55.59,0.0,0.0,0.0
0,1,1,64.87,55.32,0.0,0.0,0.0
0,1,2,65.47,55.25,0.0,0.0,0.0
0,1,3,65.14,54.72,0.0,0.0,0.0
0,1,4,66.67,53.26,0.0,0.0,0.0
0,1,5,64.48,54.06,0.0,0.0,0.0
0,2,0,74.97,28.66,35.64,0.0,0.0
0,2,1,74.83,28.39,35.11,0.0,0.0
0,2,2,74.44,28.99,35.17,0.0,0.0
0,2,3,74.5,29.26,33.84,0.0,0.0
0,2,4,74.17,29.92,33.71,0.0,0.0
0,2,5,74.24,30.19,34.91,0.0,0.0
0,3,0,59.96,21.68,27.39,41.13,0.0
0,3,1,59.69,21.68,28.52,38.01,0.0
0,3,2,58.96,22.01,30.39,35.75,0.0
0,3,3,58.5,22.27,30.72,35.48,0.0
0,3,4,58.23,22.14,31.12,34.75,0.0
0,3,5,57.97,22.87,30.85,33.69,0.0
0,4,0,51.93,20.35,32.78,21.33,37.18
0,4,1,52.39,20.01,34.44,23.19,34.13
0,4,2,52.26,20.15,35.11,23.59,32.54
0,4,3,52.46,21.34,34.64,23.65,31.47
0,4,4,53.12,21.14,34.71,24.98,30.74
0,4,5,53.52,21.68,33.84,25.45,30.81
1,0,0,51.33,0.0,0.0,0.0,0.0
1,0,1,50.66,0.0,0.0,0.0,0.0
1,0,2,50.07,0.0,0.0,0.0,0.0
1,0,3,49.93,0.0,0.0,0.0,0.0
1,0,4,50.0,0.0,0.0,0.0,0.0
1,0,5,50.13,0.0,0.0,0.0,0.0
1,1,0,15.34,66.62,0.0,0.0,0.0
1,1,1,13.28,65.56,0.0,0.0,0.0
1,1,2,12.15,64.83,0.0,0.0,0.0
1,1,3,12.02,64.1,0.0,0.0,0.0
1,1,4,12.22,63.9,0.0,0.0,0.0
1,1,5,13.01,63.23,0.0,0.0,0.0
1,2,0,24.44,52.66,45.75,0.0,0.0
1,2,1,24.17,51.99,43.56,0.0,0.0
1,2,2,24.7,51.13,43.43,0.0,0.0
1,2,3,25.37,50.53,41.97,0.0,0.0
1,2,4,25.37,49.67,41.04,0.0,0.0
1,2,5,26.63,49.0,40.57,0.0,0.0
1,3,0,28.75,51.33,30.68,29.44,0.0
1,3,1,28.55,50.86,31.08,28.97,0.0
1,3,2,28.69,50.13,31.47,29.17,0.0
1,3,3,28.95,50.2,32.27,28.24,0.0
1,3,4,29.48,50.0,32.27,28.44,0.0
1,3,5,30.01,50.07,32.67,28.9,0.0
1,4,0,30.74,32.91,30.74,38.07,70.43
1,4,1,29.95,33.44,29.48,37.61,70.7
1,4,2,29.55,33.51,29.75,37.67,70.23
1,4,3,37.38,35.31,41.17,39.2,77.41
1,4,4,35.86,28.39,39.31,37.14,82.26
1,4,5,32.8,29.06,40.17,30.7,86.25
2,0,0,73.94,0.0,0.0,0.0,0.0
2,0,1,74.73,0.0,0.0,0.0,0.0
2,0,2,74.0,0.0,0.0,0.0,0.0
2,0,3,73.07,0.0,0.0,0.0,0.0
2,0,4,71.68,0.0,0.0,0.0,0.0
2,0,5,70.15,0.0,0.0,0.0,0.0
2,1,0,51.13,65.78,0.0,0.0,0.0
2,1,1,51.33,65.38,0.0,0.0,0.0
2,1,2,51.99,65.45,0.0,0.0,0.0
2,1,3,52.59,63.46,0.0,0.0,0.0
2,1,4,53.66,61.53,0.0,0.0,0.0
2,1,5,52.39,64.85,0.0,0.0,0.0
2,2,0,50.0,42.99,25.33,0.0,0.0
2,2,1,53.26,43.32,22.01,0.0,0.0
2,2,2,54.59,43.92,19.48,0.0,0.0
2,2,3,55.45,44.52,17.22,0.0,0.0
2,2,4,56.65,44.25,15.82,0.0,0.0
2,2,5,57.38,43.92,15.23,0.0,0.0
2,3,0,55.78,53.16,6.98,7.31,0.0
2,3,1,55.92,53.49,7.31,5.12,0.0
2,3,2,56.32,54.49,7.45,4.72,0.0
2,3,3,56.78,54.35,7.78,4.12,0.0
2,3,4,56.38,54.88,7.58,3.99,0.0
2,3,5,56.05,55.88,7.65,3.52,0.0
2,4,0,49.0,50.83,15.29,1.26,35.19
2,4,1,51.6,50.9,15.36,1.2,32.01
2,4,2,53.46,51.5,15.43,1.4,28.55
2,4,3,54.45,51.96,15.29,1.4,26.63
2,4,4,55.05,51.3,15.69,1.46,24.04
2,4,5,55.92,50.83,15.56,1.46,23.31
3,0,0,81.4,0.0,0.0,0.0,0.0
3,0,1,80.6,0.0,0.0,0.0,0.0
3,0,2,80.0,0.0,0.0,0.0,0.0
3,0,3,77.48,0.0,0.0,0.0,0.0
3,0,4,74.88,0.0,0.0,0.0,0.0
3,0,5,71.23,0.0,0.0,0.0,0.0
3,1,0,69.44,75.48,0.0,0.0,0.0
3,1,1,60.8,78.87,0.0,0.0,0.0
3,1,2,61.86,79.27,0.0,0.0,0.0
3,1,3,63.26,81.4,0.0,0.0,0.0
3,1,4,62.92,80.73,0.0,0.0,0.0
3,1,5,63.72,82.79,0.0,0.0,0.0
3,2,0,59.6,65.38,60.7,0.0,0.0
3,2,1,59.73,65.65,59.44,0.0,0.0
3,2,2,57.28,61.06,66.76,0.0,0.0
3,2,3,56.54,59.2,65.96,0.0,0.0
3,2,4,57.28,61.0,66.49,0.0,0.0
3,2,5,57.08,59.34,66.09,0.0,0.0
3,3,0,57.94,57.08,46.74,34.18,0.0
3,3,1,58.21,57.08,47.74,34.44,0.0
3,3,2,59.27,58.94,42.15,55.65,0.0
3,3,3,56.35,58.47,44.22,60.24,0.0
3,3,4,56.15,55.22,53.59,65.36,0.0
