run,task,cycle,task_1,task_2,task_3,task_4,task_5
0,0,0,82.14,0.0,0.0,0.0,0.0
0,0,1,85.52,0.0,0.0,0.0,0.0
0,0,2,86.25,0.0,0.0,0.0,0.0
0,0,3,86.52,0.0,0.0,0.0,0.0
0,0,4,86.79,0.0,0.0,0.0,0.0
0,0,5,86.25,0.0,0.0,0.0,0.0
0,1,0,70.32,47.47,0.0,0.0,0.0
0,1,1,70.05,47.01,0.0,0.0,0.0
0,1,2,69.79,47.01,0.0,0.0,0.0
0,1,3,70.05,46.54,0.0,0.0,0.0
0,1,4,69.12,46.61,0.0,0.0,0.0
0,1,5,69.26,46.61,0.0,0.0,0.0
0,2,0,78.09,21.14,43.68,0.0,0.0
0,2,1,78.35,21.68,42.22,0.0,0.0
0,2,2,74.57,33.44,47.87,0.0,0.0
0,2,3,75.5,36.5,48.27,0.0,0.0
0,2,4,75.17,37.23,46.74,0.0,0.0
0,2,5,74.04,38.36,45.35,0.0,0.0
0,3,0,62.42,37.17,46.01,50.56,0.0
0,3,1,64.14,42.75,37.17,61.0,0.0
0,3,2,61.82,41.16,37.77,62.52,0.0
0,3,3,62.68,38.76,41.09,69.17,0.0
0,3,4,63.28,39.63,40.43,68.77,0.0
0,3,5,62.28,40.29,41.89,68.84,0.0
0,4,0,64.94,38.76,45.94,42.13,32.6
0,4,1,59.23,40.82,38.16,36.54,51.26
0,4,2,62.08,39.16,41.29,37.41,61.49
0,4,3,63.35,39.89,38.03,37.54,62.55
0,4,4,63.15,39.63,39.03,38.87,64.21
0,4,5,60.16,37.23,39.56,41.4,69.52
1,0,0,54.18,0.0,0.0,0.0,0.0
1,0,1,54.38,0.0,0.0,0.0,0.0
1,0,2,54.05,0.0,0.0,0.0,0.0
1,0,3,53.19,0.0,0.0,0.0,0.0
1,0,4,52.86,0.0,0.0,0.0,0.0
1,0,5,51.93,0.0,0.0,0.0,0.0
1,1,0,22.97,59.04,0.0,0.0,0.0
1,1,1,20.45,57.18,0.0,0.0,0.0
1,1,2,18.53,55.45,0.0,0.0,0.0
1,1,3,16.93,54.45,0.0,0.0,0.0
1,1,4,16.14,53.32,0.0,0.0,0.0
1,1,5,15.47,52.73,0.0,0.0,0.0
1,2,0,27.09,46.61,49.87,0.0,0.0
1,2,1,29.02,46.14,47.81,0.0,0.0
1,2,2,30.28,45.88,46.68,0.0,0.0
1,2,3,31.21,46.01,45.09,0.0,0.0
1,2,4,31.81,46.14,43.49,0.0,0.0
1,2,5,33.2,45.08,48.74,0.0,0.0
1,3,0,35.59,44.08,24.63,35.95,0.0
1,3,1,36.19,42.95,26.56,35.61,0.0
1,3,2,36.39,42.29,27.42,35.28,0.0
1,3,3,36.72,41.89,28.49,34.95,0.0
1,3,4,36.85,41.36,29.48,34.68,0.0
1,3,5,37.58,41.22,29.55,34.09,0.0
1,4,0,36.99,38.3,35.72,43.39,57.41
1,4,1,38.31,33.11,43.36,43.52,73.62
1,4,2,33.4,27.73,35.19,46.51,83.12
1,4,3,32.6,29.92,38.71,45.05,82.92
1,4,4,33.47,29.06,37.78,45.38,83.06
1,4,5,33.33,29.06,37.45,46.11,82.86
2,0,0,66.49,0.0,0.0,0.0,0.0
2,0,1,66.02,0.0,0.0,0.0,0.0
2,0,2,64.56,0.0,0.0,0.0,0.0
2,0,3,63.5,0.0,0.0,0.0,0.0
2,0,4,62.7,0.0,0.0,0.0,0.0
2,0,5,60.44,0.0,0.0,0.0,0.0
2,1,0,27.19,77.81,0.0,0.0,0.0
2,1,1,29.45,77.48,0.0,0.0,0.0
2,1,2,30.92,77.41,0.0,0.0,0.0
2,1,3,31.85,76.88,0.0,0.0,0.0
2,1,4,32.25,76.94,0.0,0.0,0.0
2,1,5,34.31,76.48,0.0,0.0,0.0
2,2,0,18.68,67.38,30.72,0.0,0.0
2,2,1,19.68,69.3,27.99,0.0,0.0
2,2,2,19.81,69.97,25.53,0.0,0.0
2,2,3,19.95,70.17,23.74,0.0,0.0
2,2,4,21.01,71.16,21.48,0.0,0.0
2,2,5,21.48,71.76,20.41,0.0,0.0
2,3,0,26.26,72.36,8.58,16.88,0.0
2,3,1,28.32,73.55,8.78,14.02,0.0
2,3,2,29.12,74.49,7.71,12.16,0.0
2,3,3,29.72,74.88,7.85,11.1,0.0
2,3,4,29.65,75.22,7.11,10.03,0.0
2,3,5,30.05,75.42,6.98,9.5,0.0
2,4,0,31.98,68.9,24.0,6.25,13.01
2,4,1,32.91,69.24,24.67,6.45,11.02
2,4,2,34.31,69.7,24.27,7.04,10.16
2,4,3,35.04,69.77,24.14,7.11,9.36
2,4,4,35.84,69.77,23.94,7.11,8.63
2,4,5,34.84,70.03,24.87,7.04,8.3
3,0,0,80.93,0.0,0.0,0.0,0.0
3,0,1,88.97,0.0,0.0,0.0,0.0
3,0,2,92.23,0.0,0.0,0.0,0.0
3,0,3,91.3,0.0,0.0,0.0,0.0
3,0,4,91.23,0.0,0.0,0.0,0.0
3,0,5,91.56,0.0,0.0,0.0,0.0
3,1,0,75.15,63.26,0.0,0.0,0.0
3,1,1,79.2,66.71,0.0,0.0,0.0
3,1,2,79.2,68.97,0.0,0.0,0.0
3,1,3,79.34,68.57,0.0,0.0,0.0
3,1,4,79.8,67.84,0.0,0.0,0.0
3,1,5,79.53,67.57,0.0,0.0,0.0
3,2,0,65.65,51.23,58.58,0.0,0.0
3,2,1,65.32,54.82,55.39,0.0,0.0
3,2,2,65.38,53.89,55.78,0.0,0.0
3,2,3,67.44,57.21,57.98,0.0,0.0
3,2,4,66.84,56.21,57.65,0.0,0.0
3,2,5,68.44,53.62,57.25,0.0,0.0
3,3,0,66.71,47.57,46.81,42.95,0.0
3,3,1,63.46,43.06,44.48,54.59,0.0
3,3,2,62.86,47.44,51.66,51.99,0.0
3,3,3,60.66,48.9,44.95,59.18,0.0
3,3,4,63.12,48.9,50.93,60.64,0.0
3,3,5,62.19,50.17,50.73,60.04,0.0
3,4,0,58.94,44.72,41.42,46.14,50.93
3,4,1,52.89,42.26,51.6,38.56,68.13
3,4,2,57.21,47.71,43.48,44.28,77.49
3,4,3,55.95,47.04,47.54,47.47,83.13
3,4,4,55.68,46.58,47.47,41.42,82.67
3,4,5,55.81,48.77,45.81,44.55,84.59
4,0,0,78.67,0.0,0.0,0.0,0.0
4,0,1,76.81,0.0,0.0,0.0,0.0
4,0,2,73.75,0.0,0.0,0.0,0.0
4,0,3,71.69,0.0,0.0,0.0,0.0
4,0,4,66.84,0.0,0.0,0.0,0.0
4,0,5,62.06,0.0,0.0,0.0,0.0
4,1,0,60.0,54.32,0.0,0.0,0.0
4,1,1,59.93,51.0,0.0,0.0,0.0
4,1,2,58.41,48.07,0.0,0.0,0.0
4,1,3,57.87,45.15,0.0,0.0,0.0
4,1,4,56.88,43.42,0.0,0.0,0.0
4,1,5,56.48,42.35,0.0,0.0,0.0
4,2,0,48.44,36.97,25.1,0.0,0.0
4,2,1,48.77,37.37,22.58,0.0,0.0
4,2,2,48.84,36.84,20.05,0.0,0.0
4,2,3,49.37,37.37,18.26,0.0,0.0
4,2,4,49.44,37.97,17.26,0.0,0.0
4,2,5,49.37,38.3,16.47,0.0,0.0
4,3,0,49.63,48.34,11.69,28.46,0.0
4,3,1,50.5,50.6,9.76,25.2,0.0
4,3,2,51.36,51.66,7.37,22.34,0.0
4,3,3,51.56,53.06,6.11,19.88,0.0
4,3,4,51.96,53.26,4.98,18.02,0.0
4,3,5,51.96,53.72,4.78,17.15,0.0
4,4,0,52.49,39.83,1.93,11.37,18.09
4,4,1,52.56,40.43,1.66,11.44,15.49
4,4,2,52.56,40.16,1.46,11.64,13.3
4,4,3,51.5,39.96,1.26,11.7,12.03
4,4,4,52.23,40.16,1.33,11.97,10.57
4,4,5,52.09,39.63,1.06,12.3,9.97
