run,task,cycle,task_1,task_2,task_3,task_4,task_5
0,0,0,80.21,0.0,0.0,0.0,0.0
0,0,1,80.08,0.0,0.0,0.0,0.0
0,0,2,79.88,0.0,0.0,0.0,0.0
0,0,3,94.69,0.0,0.0,0.0,0.0
0,0,4,94.75,0.0,0.0,0.0,0.0
0,0,5,96.35,0.0,0.0,0.0,0.0
0,1,0,60.82,60.57,0.0,0.0,0.0
0,1,1,60.09,65.29,0.0,0.0,0.0
0,1,2,68.46,75.07,0.0,0.0,0.0
0,1,3,65.21,75.86,0.0,0.0,0.0
0,1,4,65.27,83.18,0.0,0.0,0.0
0,1,5,67.33,89.16,0.0,0.0,0.0
0,2,0,54.65,41.16,58.58,0.0,0.0
0,2,1,67.99,34.11,67.22,0.0,0.0
0,2,2,66.53,35.7,71.94,0.0,0.0
0,2,3,71.71,38.3,74.47,0.0,0.0
0,2,4,69.39,40.03,77.13,0.0,0.0
0,2,5,69.26,42.22,76.86,0.0,0.0
0,3,0,55.64,29.52,30.19,71.96,0.0
0,3,1,54.12,24.67,13.56,80.6,0.0
0,3,2,50.4,25.27,20.15,85.18,0.0
0,3,3,51.2,25.47,19.75,86.11,0.0
0,3,4,51.66,27.53,18.88,87.24,0.0
0,3,5,51.2,29.79,19.61,86.58,0.0
0,4,0,57.5,32.98,29.06,28.17,63.88
0,4,1,54.98,34.11,29.92,32.56,77.09
0,4,2,58.1,36.04,31.45,36.08,78.55
0,4,3,52.79,35.57,39.49,39.93,80.35
0,4,4,53.12,35.7,40.03,41.06,80.35
0,4,5,51.93,39.16,42.09,37.94,82.47
1,0,0,50.66,0.0,0.0,0.0,0.0
1,0,1,51.86,0.0,0.0,0.0,0.0
1,0,2,53.39,0.0,0.0,0.0,0.0
1,0,3,52.86,0.0,0.0,0.0,0.0
1,0,4,64.67,0.0,0.0,0.0,0.0
1,0,5,64.21,0.0,0.0,0.0,0.0
1,1,0,47.01,45.48,0.0,0.0,0.0
1,1,1,49.4,42.69,0.0,0.0,0.0
1,1,2,51.33,38.83,0.0,0.0,0.0
1,1,3,53.32,33.71,0.0,0.0,0.0
1,1,4,54.05,30.45,0.0,0.0,0.0
1,1,5,55.25,26.6,0.0,0.0,0.0
1,2,0,48.14,4.65,51.2,0.0,0.0
1,2,1,50.07,4.72,48.07,0.0,0.0
1,2,2,51.73,5.72,44.42,0.0,0.0
1,2,3,46.28,44.02,68.06,0.0,0.0
1,2,4,45.42,47.01,80.81,0.0,0.0
1,2,5,46.48,47.41,86.39,0.0,0.0
1,3,0,42.5,37.17,43.96,56.94,0.0
1,3,1,44.36,42.42,39.97,61.4,0.0
1,3,2,44.22,39.76,44.09,69.9,0.0
1,3,3,44.75,39.56,40.24,70.56,0.0
1,3,4,43.76,39.43,44.09,71.5,0.0
1,3,5,42.03,38.7,46.81,79.07,0.0
1,4,0,37.32,33.51,45.35,38.67,70.03
1,4,1,39.97,35.31,46.48,44.58,75.95
1,4,2,41.97,31.65,46.55,40.8,82.79
1,4,3,44.36,38.16,55.18,40.33,83.46
1,4,4,43.96,34.57,52.99,42.59,84.92
1,4,5,46.15,34.11,53.85,48.44,87.57
2,0,0,67.35,0.0,0.0,0.0,0.0
2,0,1,74.8,0.0,0.0,0.0,0.0
2,0,2,80.32,0.0,0.0,0.0,0.0
2,0,3,82.65,0.0,0.0,0.0,0.0
2,0,4,86.7,0.0,0.0,0.0,0.0
2,0,5,88.36,0.0,0.0,0.0,0.0
2,1,0,62.63,53.29,0.0,0.0,0.0
2,1,1,65.49,50.1,0.0,0.0,0.0
2,1,2,67.69,46.45,0.0,0.0,0.0
2,1,3,68.02,77.21,0.0,0.0,0.0
2,1,4,64.36,85.25,0.0,0.0,0.0
