run,task,cycle,task_1,task_2,task_3,task_4,task_5
0,0,0,81.94,0.0,0.0,0.0,0.0
0,0,1,82.67,0.0,0.0,0.0,0.0
0,0,2,83.47,0.0,0.0,0.0,0.0
0,0,3,83.4,0.0,0.0,0.0,0.0
0,0,4,83.47,0.0,0.0,0.0,0.0
0,0,5,83.8,0.0,0.0,0.0,0.0
0,1,0,63.81,52.86,0.0,0.0,0.0
0,1,1,60.23,59.38,0.0,0.0,0.0
0,1,2,64.94,57.45,0.0,0.0,0.0
0,1,3,67.93,55.19,0.0,0.0,0.0
0,1,4,70.25,52.79,0.0,0.0,0.0
0,1,5,71.38,51.8,0.0,0.0,0.0
0,2,0,74.1,28.39,35.97,0.0,0.0
0,2,1,75.17,19.61,39.83,0.0,0.0
0,2,2,75.96,20.68,38.03,0.0,0.0
0,2,3,76.63,21.94,36.7,0.0,0.0
0,2,4,76.96,22.07,35.44,0.0,0.0
0,2,5,77.22,22.41,35.11,0.0,0.0
0,3,0,63.55,35.44,44.55,33.95,0.0
0,3,1,63.08,32.45,44.48,42.33,0.0
0,3,2,63.61,33.38,43.55,53.09,0.0
0,3,3,59.83,45.94,35.57,62.79,0.0
0,3,4,56.84,38.56,35.37,70.37,0.0
0,3,5,56.71,39.16,34.24,70.76,0.0
0,4,0,53.78,42.89,31.18,43.92,32.87
0,4,1,59.16,43.28,37.57,44.32,31.21
0,4,2,62.02,38.5,42.62,41.06,48.67
0,4,3,58.76,42.62,40.96,43.46,55.05
0,4,4,59.89,43.02,41.95,42.92,53.98
0,4,5,58.5,44.28,37.77,45.78,52.86
1,0,0,53.72,0.0,0.0,0.0,0.0
1,0,1,55.18,0.0,0.0,0.0,0.0
1,0,2,53.98,0.0,0.0,0.0,0.0
1,0,3,53.25,0.0,0.0,0.0,0.0
1,0,4,53.45,0.0,0.0,0.0,0.0
1,0,5,53.25,0.0,0.0,0.0,0.0
1,1,0,19.06,60.11,0.0,0.0,0.0
1,1,1,17.07,59.04,0.0,0.0,0.0
1,1,2,14.74,57.85,0.0,0.0,0.0
1,1,3,14.87,57.11,0.0,0.0,0.0
1,1,4,18.86,62.77,0.0,0.0,0.0
1,1,5,20.19,62.23,0.0,0.0,0.0
1,2,0,25.1,51.4,41.7,0.0,0.0
1,2,1,26.56,52.26,38.18,0.0,0.0
1,2,2,27.76,52.93,36.79,0.0,0.0
1,2,3,45.29,61.77,63.15,0.0,0.0
1,2,4,41.9,60.37,64.41,0.0,0.0
1,2,5,41.5,61.64,64.34,0.0,0.0
1,3,0,45.35,54.12,38.38,38.67,0.0
1,3,1,43.49,52.59,45.15,43.65,0.0
1,3,2,43.16,54.39,40.11,50.03,0.0
1,3,3,42.1,58.58,44.09,50.76,0.0
1,3,4,41.97,53.92,48.54,62.92,0.0
1,3,5,41.9,57.38,41.57,63.85,0.0
1,4,0,42.76,50.2,37.78,47.11,59.34
1,4,1,43.29,50.4,41.37,44.72,67.04
1,4,2,39.11,44.08,46.88,44.92,77.81
1,4,3,41.1,46.28,38.05,44.19,78.14
1,4,4,40.04,47.07,41.37,45.71,80.47
1,4,5,39.77,47.61,40.84,45.12,80.53
2,0,0,68.35,0.0,0.0,0.0,0.0
2,0,1,71.34,0.0,0.0,0.0,0.0
2,0,2,71.94,0.0,0.0,0.0,0.0
2,0,3,76.33,0.0,0.0,0.0,0.0
2,0,4,76.66,0.0,0.0,0.0,0.0
2,0,5,76.8,0.0,0.0,0.0,0.0
2,1,0,50.8,73.36,0.0,0.0,0.0
2,1,1,53.46,71.76,0.0,0.0,0.0
2,1,2,55.39,71.03,0.0,0.0,0.0
2,1,3,56.25,70.17,0.0,0.0,0.0
2,1,4,57.51,69.5,0.0,0.0,0.0
2,1,5,54.52,74.49,0.0,0.0,0.0
2,2,0,50.4,62.13,29.19,0.0,0.0
2,2,1,50.73,64.65,26.26,0.0,0.0
2,2,2,51.93,65.38,22.41,0.0,0.0
2,2,3,52.26,66.05,19.88,0.0,0.0
2,2,4,44.75,63.59,51.66,0.0,0.0
2,2,5,55.59,58.54,51.53,0.0,0.0
2,3,0,57.45,60.8,30.72,7.44,0.0
2,3,1,48.54,62.59,51.86,37.48,0.0
2,3,2,50.6,54.29,43.62,44.72,0.0
2,3,3,52.59,54.15,43.42,43.92,0.0
2,3,4,48.67,54.62,44.68,49.7,0.0
2,3,5,48.87,53.36,47.21,54.49,0.0
2,4,0,48.47,55.42,45.74,32.76,41.9
