run,task,cycle,task_1,task_2,task_3,task_4,task_5
0,0,0,85.26,0.0,0.0,0.0,0.0
0,0,1,84.99,0.0,0.0,0.0,0.0
0,1,0,63.75,41.09,0.0,0.0,0.0
0,1,1,63.61,40.89,0.0,0.0,0.0
0,2,0,53.72,29.26,25.8,0.0,0.0
0,2,1,54.71,29.79,25.27,0.0,0.0
0,3,0,51.13,31.98,19.55,16.21,0.0
0,3,1,51.13,32.38,19.55,15.61,0.0
0,4,0,57.37,31.45,19.02,2.59,28.09
0,4,1,57.1,31.85,19.22,2.72,27.49
1,0,0,49.87,0.0,0.0,0.0,0.0
1,0,1,50.07,0.0,0.0,0.0,0.0
1,1,0,45.02,57.11,0.0,0.0,0.0
1,1,1,45.22,57.05,0.0,0.0,0.0
1,2,0,40.9,42.42,51.53,0.0,0.0
1,2,1,40.97,42.75,50.4,0.0,0.0
1,3,0,43.23,46.68,33.6,40.0,0.0
1,3,1,39.24,45.88,32.2,48.11,0.0
1,4,0,43.16,42.29,48.8,38.27,49.17
1,4,1,41.43,36.9,46.35,33.49,63.12
2,0,0,67.09,0.0,0.0,0.0,0.0
2,0,1,66.56,0.0,0.0,0.0,0.0
2,1,0,44.28,64.72,0.0,0.0,0.0
2,1,1,43.75,64.39,0.0,0.0,0.0
2,2,0,25.53,52.76,37.97,0.0,0.0
2,2,1,25.73,53.02,37.1,0.0,0.0
2,3,0,29.92,53.89,10.37,26.11,0.0
2,3,1,30.52,54.22,10.44,24.92,0.0
2,4,0,38.5,58.74,24.14,17.74,45.15
2,4,1,37.9,50.43,13.63,13.69,52.79
3,0,0,82.33,0.0,0.0,0.0,0.0
3,0,1,83.52,0.0,0.0,0.0,0.0
3,1,0,76.35,47.97,0.0,0.0,0.0
3,1,1,73.55,54.42,0.0,0.0,0.0
3,2,0,61.53,56.41,62.03,0.0,0.0
3,2,1,60.33,45.51,69.95,0.0,0.0
3,3,0,67.24,46.11,50.53,37.57,0.0
3,3,1,67.44,41.79,50.13,43.55,0.0
3,4,0,66.98,40.73,45.08,30.98,37.65
3,4,1,66.45,39.27,45.21,31.78,51.06
4,0,0,61.4,0.0,0.0,0.0,0.0
4,0,1,59.73,0.0,0.0,0.0,0.0
4,1,0,55.55,11.17,0.0,0.0,0.0
4,1,1,55.88,10.77,0.0,0.0,0.0
4,2,0,55.75,34.38,12.42,0.0,0.0
4,2,1,56.28,34.24,12.48,0.0,0.0
4,3,0,52.62,29.32,15.01,25.07,0.0
4,3,1,52.76,29.72,15.07,24.53,0.0
4,4,0,58.07,28.06,12.02,14.36,27.33
4,4,1,58.07,27.93,12.22,14.23,27.46
