run,task,cycle,task_1,task_2,task_3
0,0,0,89.67,0.0,0.0
0,0,1,92.96,0.0,0.0
0,0,2,97.01,0.0,0.0
0,0,3,97.01,0.0,0.0
0,0,4,92.96,0.0,0.0
0,1,0,90.42,95.19,0.0
0,1,1,96.11,97.39,0.0
0,1,2,95.66,97.29,0.0
0,1,3,95.36,96.99,0.0
0,1,4,95.51,96.89,0.0
0,2,0,97.01,96.79,84.5
0,2,1,97.46,96.99,82.94
0,2,2,96.86,98.8,85.38
0,2,3,96.86,97.89,84.6
0,2,4,96.71,98.5,85.09
1,0,0,97.79,0.0,0.0
1,0,1,96.69,0.0,0.0
1,0,2,98.07,0.0,0.0
1,0,3,99.86,0.0,0.0
1,0,4,99.86,0.0,0.0
1,1,0,99.03,95.88,0.0
1,1,1,99.59,99.81,0.0
1,1,2,99.72,100.0,0.0
1,1,3,99.72,100.0,0.0
1,1,4,100.0,100.0,0.0
1,2,0,89.93,92.33,88.22
1,2,1,85.24,86.96,90.96
1,2,2,88.83,93.0,92.64
1,2,3,90.21,90.41,90.85
1,2,4,90.07,90.41,90.64
2,0,0,96.92,0.0,0.0
2,0,1,99.72,0.0,0.0
2,0,2,99.72,0.0,0.0
2,0,3,99.72,0.0,0.0
2,0,4,100.0,0.0,0.0
2,1,0,94.96,89.93,0.0
2,1,1,95.38,93.25,0.0
2,1,2,98.6,97.2,0.0
2,1,3,98.46,97.09,0.0
2,1,4,99.44,97.51,0.0
2,2,0,75.63,92.42,94.87
2,2,1,52.8,87.75,96.25
2,2,2,58.96,88.89,95.85
2,2,3,60.92,89.51,95.76
2,2,4,62.61,90.13,95.66
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,100.0,0.0,0.0
3,1,0,96.75,94.66,0.0
3,1,1,99.63,99.48,0.0
3,1,2,99.75,100.0,0.0
3,1,3,99.75,100.0,0.0
3,1,4,99.88,100.0,0.0
3,2,0,54.93,83.35,94.95
3,2,1,69.16,88.48,96.53
3,2,2,74.41,90.79,96.84
3,2,3,76.78,91.83,96.32
3,2,4,78.03,92.25,96.0
4,0,0,96.0,0.0,0.0
4,0,1,95.03,0.0,0.0
4,0,2,96.14,0.0,0.0
4,0,3,100.0,0.0,0.0
4,0,4,100.0,0.0,0.0
4,1,0,97.24,94.37,0.0
4,1,1,96.69,97.24,0.0
4,1,2,96.69,97.53,0.0
4,1,3,95.72,97.04,0.0
4,1,4,95.59,97.04,0.0
4,2,0,89.52,84.01,91.76
4,2,1,87.31,90.13,92.17
4,2,2,84.97,87.96,91.66
4,2,3,83.31,78.28,92.79
4,2,4,83.45,80.26,92.38
