run,task,cycle,task_1,task_2,task_3
0,0,0,52.41,0.0,0.0
0,0,1,52.19,0.0,0.0
0,0,2,52.86,0.0,0.0
0,0,3,67.45,0.0,0.0
0,1,0,76.66,82.96,0.0
0,1,1,58.47,97.58,0.0
0,1,2,41.75,98.06,0.0
0,1,3,29.29,97.77,0.0
0,2,0,23.01,97.39,79.96
0,2,1,72.73,97.19,80.74
0,2,2,69.92,96.13,80.35
0,2,3,68.69,96.61,80.55
1,0,0,89.25,0.0,0.0
1,0,1,91.21,0.0,0.0
1,0,2,95.14,0.0,0.0
1,0,3,95.35,0.0,0.0
1,1,0,89.45,95.04,0.0
1,1,1,77.35,100.0,0.0
1,1,2,89.14,100.0,0.0
1,1,3,86.76,100.0,0.0
1,2,0,68.36,71.94,87.38
1,2,1,68.05,73.43,91.88
1,2,2,67.53,71.47,92.65
1,2,3,52.64,57.62,96.71
2,0,0,55.88,0.0,0.0
2,0,1,55.88,0.0,0.0
2,0,2,55.88,0.0,0.0
2,0,3,55.88,0.0,0.0
2,1,0,73.32,74.97,0.0
2,1,1,77.94,83.56,0.0
2,1,2,70.27,86.14,0.0
2,1,3,71.43,88.31,0.0
2,2,0,36.97,84.07,92.7
2,2,1,41.6,62.77,97.37
2,2,2,36.55,83.35,97.37
2,2,3,35.92,83.66,97.67
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,1,0,95.79,82.75,0.0
3,1,1,97.29,87.77,0.0
3,1,2,99.44,94.98,0.0
3,1,3,96.16,90.39,0.0
3,2,0,68.76,95.96,80.67
3,2,1,60.9,88.32,90.12
3,2,2,61.18,83.52,94.39
3,2,3,68.85,85.48,97.4
4,0,0,51.29,0.0,0.0
4,0,1,51.29,0.0,0.0
4,0,2,51.29,0.0,0.0
4,0,3,51.29,0.0,0.0
4,1,0,70.32,99.42,0.0
4,1,1,76.53,99.42,0.0
4,1,2,70.01,100.0,0.0
4,1,3,72.49,99.81,0.0
4,2,0,30.71,67.02,87.5
4,2,1,40.95,69.84,88.24
4,2,2,49.33,69.46,88.87
4,2,3,46.74,70.14,90.65
