run,task,cycle,task_1,task_2,task_3
0,0,0,52.41,0.0,0.0
0,0,1,52.19,0.0,0.0
0,0,2,52.86,0.0,0.0
0,0,3,67.45,0.0,0.0
0,1,0,76.66,82.96,0.0
0,1,1,57.58,91.58,0.0
0,1,2,31.87,98.16,0.0
0,1,3,26.26,97.39,0.0
0,2,0,17.96,97.39,81.04
0,2,1,19.75,97.1,80.94
0,2,2,28.96,97.1,81.23
0,2,3,29.63,97.48,82.11
1,0,0,89.25,0.0,0.0
1,0,1,91.21,0.0,0.0
1,0,2,95.14,0.0,0.0
1,0,3,95.35,0.0,0.0
1,1,0,89.45,95.04,0.0
1,1,1,86.45,93.08,0.0
1,1,2,92.97,97.47,0.0
1,1,3,74.35,99.91,0.0
1,2,0,50.98,73.9,90.01
1,2,1,34.54,57.72,96.82
1,2,2,34.13,57.44,95.94
1,2,3,40.12,59.59,94.29
2,0,0,55.88,0.0,0.0
2,0,1,55.88,0.0,0.0
2,0,2,55.88,0.0,0.0
2,0,3,55.88,0.0,0.0
2,1,0,73.32,74.97,0.0
2,1,1,69.64,93.8,0.0
2,1,2,72.06,93.59,0.0
2,1,3,71.74,93.38,0.0
2,2,0,35.29,87.18,93.09
2,2,1,37.82,85.52,93.09
2,2,2,51.26,66.7,94.46
2,2,3,38.55,81.08,98.05
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,1,0,99.63,87.55,0.0
3,1,1,98.88,87.66,0.0
3,1,2,98.78,87.88,0.0
3,1,3,98.88,91.92,0.0
3,2,0,82.41,91.05,90.44
3,2,1,37.89,76.64,89.5
3,2,2,65.86,66.81,92.72
3,2,3,74.56,54.8,93.76
4,0,0,51.29,0.0,0.0
4,0,1,51.29,0.0,0.0
4,0,2,51.29,0.0,0.0
4,0,3,51.29,0.0,0.0
4,1,0,70.32,99.42,0.0
4,1,1,78.49,99.42,0.0
4,1,2,70.94,99.42,0.0
4,1,3,61.32,99.81,0.0
4,2,0,28.13,67.61,94.85
4,2,1,65.36,70.43,95.9
4,2,2,55.95,71.5,97.37
4,2,3,44.36,70.23,98.53
