run,task,cycle,task_1,task_2,task_3
0,0,0,65.66,0.0,0.0
0,0,1,70.71,0.0,0.0
0,0,2,75.65,0.0,0.0
0,0,3,79.35,0.0,0.0
0,0,4,83.28,0.0,0.0
0,1,0,44.22,91.58,0.0
0,1,1,35.24,97.0,0.0
0,1,2,35.24,97.0,0.0
0,1,3,35.47,97.0,0.0
0,1,4,35.02,96.71,0.0
0,2,0,49.05,95.93,79.18
0,2,1,50.28,97.58,77.03
0,2,2,50.62,97.68,77.03
0,2,3,51.96,97.39,78.4
0,2,4,53.42,97.39,77.61
1,0,0,66.7,0.0,0.0
1,0,1,80.04,0.0,0.0
1,0,2,92.76,0.0,0.0
1,0,3,92.66,0.0,0.0
1,0,4,93.17,0.0,0.0
1,1,0,77.66,94.95,0.0
1,1,1,83.76,96.82,0.0
1,1,2,84.9,96.91,0.0
1,1,3,85.63,95.79,0.0
1,1,4,87.49,95.7,0.0
1,2,0,55.02,85.87,69.05
1,2,1,55.64,85.78,85.84
1,2,2,55.53,85.78,86.39
1,2,3,55.33,85.87,84.85
1,2,4,53.88,84.38,86.28
2,0,0,99.79,0.0,0.0
2,0,1,99.68,0.0,0.0
2,0,2,99.68,0.0,0.0
2,0,3,99.47,0.0,0.0
2,0,4,99.79,0.0,0.0
2,1,0,90.34,88.21,0.0
2,1,1,87.71,82.21,0.0
2,1,2,85.5,86.14,0.0
2,1,3,91.6,83.14,0.0
2,1,4,89.6,86.14,0.0
2,2,0,51.79,91.21,89.11
2,2,1,54.1,91.21,86.48
2,2,2,54.83,91.0,85.8
2,2,3,67.12,91.21,87.84
2,2,4,55.46,90.8,87.35
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,100.0,0.0,0.0
3,1,0,87.56,83.3,0.0
3,1,1,89.52,86.35,0.0
3,1,2,89.9,86.57,0.0
3,1,3,89.9,86.79,0.0
3,1,4,90.08,87.55,0.0
3,2,0,43.59,29.69,95.32
3,2,1,46.49,30.13,95.01
3,2,2,48.18,32.31,95.01
3,2,3,50.05,33.3,95.01
3,2,4,57.25,33.41,96.88
4,0,0,61.84,0.0,0.0
4,0,1,81.59,0.0,0.0
4,0,2,92.55,0.0,0.0
4,0,3,92.86,0.0,0.0
4,0,4,92.76,0.0,0.0
4,1,0,91.62,94.26,0.0
4,1,1,76.63,99.22,0.0
4,1,2,80.25,99.32,0.0
4,1,3,81.08,99.32,0.0
4,1,4,81.49,99.32,0.0
4,2,0,55.74,71.6,70.27
4,2,1,41.88,77.63,92.23
4,2,2,42.4,76.56,92.75
4,2,3,42.81,77.24,92.54
4,2,4,42.81,78.21,92.23
