run,task,cycle,task_1,task_2,task_3
0,0,0,76.95,0.0,0.0
0,0,1,79.04,0.0,0.0
0,0,2,87.72,0.0,0.0
0,0,3,86.83,0.0,0.0
0,0,4,88.62,0.0,0.0
0,1,0,58.68,82.25,0.0
0,1,1,54.79,86.06,0.0
0,1,2,59.43,85.16,0.0
0,1,3,67.22,87.26,0.0
0,1,4,67.37,87.16,0.0
0,2,0,69.61,86.16,82.75
0,2,1,70.36,86.46,83.14
0,2,2,70.06,86.46,83.04
0,2,3,70.21,86.96,83.14
0,2,4,70.81,86.76,82.85
1,0,0,57.38,0.0,0.0
1,0,1,49.52,0.0,0.0
1,0,2,48.14,0.0,0.0
1,0,3,90.21,0.0,0.0
1,0,4,95.72,0.0,0.0
1,1,0,95.03,95.11,0.0
1,1,1,95.17,98.95,0.0
1,1,2,96.83,99.14,0.0
1,1,3,97.38,99.42,0.0
1,1,4,97.66,99.52,0.0
1,2,0,83.86,92.71,83.18
1,2,1,75.72,84.76,88.96
1,2,2,76.97,87.63,89.27
1,2,3,77.24,88.78,89.48
1,2,4,80.14,83.03,86.96
2,0,0,99.44,0.0,0.0
2,0,1,99.72,0.0,0.0
2,0,2,99.72,0.0,0.0
2,0,3,99.86,0.0,0.0
2,0,4,99.86,0.0,0.0
2,1,0,83.75,72.17,0.0
2,1,1,82.49,72.59,0.0
2,1,2,89.78,84.94,0.0
2,1,3,89.92,85.05,0.0
2,1,4,89.92,84.84,0.0
2,2,0,73.11,81.41,88.35
2,2,1,32.63,76.95,96.45
2,2,2,36.13,77.67,96.15
2,2,3,38.24,77.88,95.76
2,2,4,40.76,78.3,95.76
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,100.0,0.0,0.0
3,1,0,95.88,55.92,0.0
3,1,1,99.38,88.06,0.0
3,1,2,99.0,95.5,0.0
3,1,3,99.0,95.71,0.0
3,1,4,99.0,95.81,0.0
3,2,0,94.01,82.41,68.84
3,2,1,89.76,83.56,83.68
3,2,2,90.64,83.98,83.05
3,2,3,84.52,84.4,87.68
3,2,4,67.79,86.7,88.95
4,0,0,78.62,0.0,0.0
4,0,1,82.48,0.0,0.0
4,0,2,83.03,0.0,0.0
4,0,3,87.59,0.0,0.0
4,0,4,88.83,0.0,0.0
4,1,0,92.41,92.5,0.0
4,1,1,93.79,94.97,0.0
4,1,2,93.66,94.97,0.0
4,1,3,93.24,94.57,0.0
4,1,4,95.31,94.18,0.0
4,2,0,58.9,77.0,87.54
4,2,1,63.72,77.59,87.74
4,2,2,63.86,77.69,87.64
4,2,3,65.1,77.99,87.33
4,2,4,65.52,78.18,87.02
