run,task,cycle,task_1,task_2,task_3
0,0,0,65.43,0.0,0.0
0,0,1,74.64,0.0,0.0
0,0,2,85.41,0.0,0.0
0,0,3,87.99,0.0,0.0
0,0,4,88.1,0.0,0.0
0,1,0,80.36,70.96,0.0
0,1,1,68.91,85.77,0.0
0,1,2,51.85,95.74,0.0
0,1,3,27.27,97.39,0.0
0,1,4,28.73,97.39,0.0
0,2,0,51.74,97.1,78.4
0,2,1,83.16,94.29,80.74
0,2,2,83.5,93.51,80.65
0,2,3,83.5,93.51,80.45
0,2,4,83.28,93.51,80.45
1,0,0,50.57,0.0,0.0
1,0,1,69.29,0.0,0.0
1,0,2,90.9,0.0,0.0
1,0,3,88.93,0.0,0.0
1,0,4,89.35,0.0,0.0
1,1,0,69.7,94.95,0.0
1,1,1,89.14,100.0,0.0
1,1,2,70.63,100.0,0.0
1,1,3,75.59,100.0,0.0
1,1,4,77.04,100.0,0.0
1,2,0,23.16,80.64,84.52
1,2,1,19.75,90.36,86.06
1,2,2,41.68,79.42,93.41
1,2,3,35.16,82.41,94.84
1,2,4,35.06,75.3,95.17
2,0,0,99.58,0.0,0.0
2,0,1,99.58,0.0,0.0
2,0,2,99.58,0.0,0.0
2,0,3,99.58,0.0,0.0
2,0,4,99.68,0.0,0.0
2,1,0,69.64,71.98,0.0
2,1,1,55.57,93.07,0.0
2,1,2,63.66,93.17,0.0
2,1,3,64.29,94.52,0.0
2,1,4,63.97,94.11,0.0
2,2,0,54.83,93.49,84.34
2,2,1,42.96,93.07,94.75
2,2,2,50.0,93.17,93.39
2,2,3,56.83,92.76,91.54
2,2,4,57.14,92.55,91.54
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,100.0,0.0,0.0
3,1,0,97.19,56.88,0.0
3,1,1,80.82,80.02,0.0
3,1,2,92.24,86.03,0.0
3,1,3,96.82,86.9,0.0
3,1,4,97.75,85.92,0.0
3,2,0,53.13,73.91,60.29
3,2,1,50.7,70.63,93.24
3,2,2,55.19,60.26,96.88
3,2,3,53.7,52.51,98.86
3,2,4,53.32,43.12,98.65
4,0,0,48.29,0.0,0.0
4,0,1,69.08,0.0,0.0
4,0,2,81.8,0.0,0.0
4,0,3,85.73,0.0,0.0
4,0,4,94.31,0.0,0.0
4,1,0,94.31,92.22,0.0
4,1,1,91.73,99.61,0.0
4,1,2,88.31,99.81,0.0
4,1,3,88.31,99.81,0.0
4,1,4,90.38,99.81,0.0
4,2,0,73.84,69.94,84.35
4,2,1,62.67,74.32,94.01
4,2,2,60.29,76.36,94.96
4,2,3,56.77,77.63,95.48
4,2,4,78.39,73.64,94.54
