run,task,cycle,task_1,task_2,task_3
0,0,0,76.95,0.0,0.0
0,0,1,79.04,0.0,0.0
0,0,2,87.72,0.0,0.0
0,0,3,86.83,0.0,0.0
0,0,4,88.62,0.0,0.0
0,1,0,73.2,87.46,0.0
0,1,1,80.99,91.37,0.0
0,1,2,79.49,93.88,0.0
0,1,3,81.59,94.08,0.0
0,1,4,81.59,93.98,0.0
0,2,0,75.9,92.88,85.96
0,2,1,75.3,92.58,85.77
0,2,2,75.15,92.78,85.38
0,2,3,75.15,92.78,85.48
0,2,4,75.3,92.78,85.67
1,0,0,57.38,0.0,0.0
1,0,1,49.52,0.0,0.0
1,0,2,48.14,0.0,0.0
1,0,3,90.21,0.0,0.0
1,0,4,95.72,0.0,0.0
1,1,0,88.55,92.23,0.0
1,1,1,98.21,99.42,0.0
1,1,2,99.59,99.62,0.0
1,1,3,99.31,99.71,0.0
1,1,4,99.45,99.62,0.0
1,2,0,61.38,84.37,79.71
1,2,1,81.1,86.19,81.81
1,2,2,80.55,86.39,86.33
1,2,3,80.0,81.5,83.49
1,2,4,79.17,82.65,84.54
2,0,0,99.44,0.0,0.0
2,0,1,99.72,0.0,0.0
2,0,2,99.72,0.0,0.0
2,0,3,99.86,0.0,0.0
2,0,4,99.86,0.0,0.0
2,1,0,93.42,48.18,0.0
2,1,1,92.3,85.46,0.0
2,1,2,89.92,88.47,0.0
2,1,3,89.92,88.37,0.0
2,1,4,89.5,89.62,0.0
2,2,0,81.23,85.88,84.11
2,2,1,50.28,80.79,94.67
2,2,2,53.5,81.62,94.87
2,2,3,59.24,83.39,94.77
2,2,4,46.5,79.34,94.47
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,100.0,0.0,0.0
3,1,0,97.38,48.48,0.0
3,1,1,99.0,90.05,0.0
3,1,2,99.0,90.16,0.0
3,1,3,99.0,90.16,0.0
3,1,4,99.25,94.87,0.0
3,2,0,93.38,55.18,62.84
3,2,1,53.06,69.74,85.58
3,2,2,54.68,70.99,85.26
3,2,3,56.18,71.83,85.05
3,2,4,56.8,72.25,85.26
4,0,0,78.62,0.0,0.0
4,0,1,82.48,0.0,0.0
4,0,2,83.03,0.0,0.0
4,0,3,87.59,0.0,0.0
4,0,4,88.83,0.0,0.0
4,1,0,91.72,89.63,0.0
4,1,1,93.38,96.84,0.0
4,1,2,94.9,96.05,0.0
4,1,3,94.9,96.15,0.0
4,1,4,95.59,96.15,0.0
4,2,0,58.21,72.26,87.85
4,2,1,55.17,77.49,93.2
4,2,2,56.0,77.79,93.51
4,2,3,56.0,77.69,93.72
4,2,4,57.1,77.89,93.51
