run,task,cycle,task_1,task_2,task_3
0,0,0,65.43,0.0,0.0
0,0,1,74.64,0.0,0.0
0,0,2,85.41,0.0,0.0
0,0,3,87.99,0.0,0.0
0,0,4,88.1,0.0,0.0
0,1,0,80.36,70.96,0.0
0,1,1,49.72,95.06,0.0
0,1,2,13.02,97.1,0.0
0,1,3,17.06,97.1,0.0
0,1,4,14.93,97.19,0.0
0,2,0,41.41,92.06,75.37
0,2,1,68.57,92.06,84.75
0,2,2,68.57,92.35,84.56
0,2,3,67.79,93.22,84.46
0,2,4,67.45,93.32,84.36
1,0,0,50.57,0.0,0.0
1,0,1,75.59,0.0,0.0
1,0,2,83.76,0.0,0.0
1,0,3,90.8,0.0,0.0
1,0,4,96.28,0.0,0.0
1,1,0,79.94,93.45,0.0
1,1,1,86.45,99.44,0.0
1,1,2,81.8,99.91,0.0
1,1,3,81.9,100.0,0.0
1,1,4,86.04,100.0,0.0
1,2,0,78.49,74.93,62.79
1,2,1,34.44,82.6,86.28
1,2,2,55.53,77.83,89.9
1,2,3,52.53,77.74,90.78
1,2,4,43.12,65.11,93.08
2,0,0,99.58,0.0,0.0
2,0,1,99.58,0.0,0.0
2,0,2,99.58,0.0,0.0
2,0,3,99.58,0.0,0.0
2,0,4,99.68,0.0,0.0
2,1,0,69.54,71.15,0.0
2,1,1,57.14,93.38,0.0
2,1,2,59.98,97.62,0.0
2,1,3,60.71,97.31,0.0
2,1,4,61.03,97.62,0.0
2,2,0,46.01,97.72,91.63
2,2,1,51.58,96.9,91.73
2,2,2,51.79,96.9,91.34
2,2,3,51.16,96.59,93.29
2,2,4,50.95,96.17,93.29
3,0,0,100.0,0.0,0.0
3,0,1,99.91,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,100.0,0.0,0.0
3,1,0,50.23,76.2,0.0
3,1,1,80.17,77.84,0.0
3,1,2,94.2,82.97,0.0
3,1,3,89.9,90.83,0.0
3,1,4,89.71,90.94,0.0
3,2,0,67.35,71.07,81.7
3,2,1,66.6,60.37,92.52
3,2,2,63.7,64.3,90.85
3,2,3,61.46,57.86,92.31
3,2,4,51.26,33.41,97.3
4,0,0,48.29,0.0,0.0
4,0,1,68.98,0.0,0.0
4,0,2,94.42,0.0,0.0
4,0,3,98.35,0.0,0.0
4,0,4,98.97,0.0,0.0
4,1,0,93.59,92.9,0.0
4,1,1,88.0,98.64,0.0
4,1,2,87.9,98.05,0.0
4,1,3,87.59,98.05,0.0
4,1,4,86.87,97.96,0.0
4,2,0,78.28,95.62,61.45
4,2,1,58.95,88.81,77.52
4,2,2,56.67,88.04,79.94
4,2,3,54.19,88.04,81.72
4,2,4,67.63,85.99,93.38
