run,task,cycle,task_1,task_2,task_3
0,0,0,82.78,0.0,0.0
0,0,1,84.43,0.0,0.0
0,0,2,92.66,0.0,0.0
0,0,3,93.71,0.0,0.0
0,0,4,93.86,0.0,0.0
0,1,0,89.22,91.98,0.0
0,1,1,93.26,94.98,0.0
0,1,2,92.96,94.78,0.0
0,1,3,98.05,97.99,0.0
0,1,4,96.41,96.49,0.0
0,2,0,97.31,95.79,84.7
0,2,1,97.6,98.7,84.11
0,2,2,96.56,96.69,87.33
0,2,3,96.71,96.69,88.3
0,2,4,96.41,96.79,88.5
1,0,0,99.31,0.0,0.0
1,0,1,99.17,0.0,0.0
1,0,2,99.17,0.0,0.0
1,0,3,99.72,0.0,0.0
1,0,4,98.62,0.0,0.0
1,1,0,95.03,97.79,0.0
1,1,1,95.59,98.95,0.0
1,1,2,99.31,99.62,0.0
1,1,3,99.86,99.71,0.0
1,1,4,100.0,99.71,0.0
1,2,0,67.59,81.02,91.17
1,2,1,89.93,86.19,89.91
1,2,2,90.48,88.02,89.8
1,2,3,88.14,89.26,92.11
1,2,4,88.55,88.97,92.11
2,0,0,99.02,0.0,0.0
2,0,1,97.9,0.0,0.0
2,0,2,99.58,0.0,0.0
2,0,3,99.44,0.0,0.0
2,0,4,99.44,0.0,0.0
2,1,0,91.6,88.99,0.0
2,1,1,93.14,91.28,0.0
2,1,2,97.9,95.02,0.0
2,1,3,96.5,96.57,0.0
2,1,4,97.9,97.92,0.0
2,2,0,81.65,87.54,93.78
2,2,1,56.86,82.45,95.85
2,2,2,66.81,84.84,95.85
2,2,3,44.54,84.22,98.52
2,2,4,47.34,84.84,97.73
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,99.63,0.0,0.0
3,1,0,99.75,89.11,0.0
3,1,1,99.63,98.64,0.0
3,1,2,99.5,98.85,0.0
3,1,3,99.5,99.37,0.0
3,1,4,99.63,99.58,0.0
3,2,0,86.39,86.39,90.32
3,2,1,75.66,88.59,93.16
3,2,2,79.65,88.27,95.26
3,2,3,80.65,88.69,94.95
3,2,4,61.92,87.85,96.84
4,0,0,93.66,0.0,0.0
4,0,1,97.24,0.0,0.0
4,0,2,98.21,0.0,0.0
4,0,3,98.07,0.0,0.0
4,0,4,98.21,0.0,0.0
4,1,0,99.72,97.63,0.0
4,1,1,99.72,97.83,0.0
4,1,2,99.59,97.83,0.0
4,1,3,99.72,97.93,0.0
4,1,4,99.72,97.83,0.0
4,2,0,74.76,80.16,92.48
4,2,1,91.59,82.43,92.48
4,2,2,91.86,84.4,92.48
4,2,3,91.86,84.7,92.69
4,2,4,91.59,83.42,92.79
