run,task,cycle,task_1,task_2,task_3
0,0,0,51.4,0.0,0.0
0,0,1,60.72,0.0,0.0
0,0,2,80.36,0.0,0.0
0,0,3,80.47,0.0,0.0
0,1,0,73.96,79.19,0.0
0,1,1,18.52,97.29,0.0
0,1,2,25.59,97.29,0.0
0,1,3,31.99,97.29,0.0
0,2,0,39.73,96.9,81.23
0,2,1,74.75,94.58,84.95
0,2,2,73.18,94.77,85.24
0,2,3,70.48,95.45,82.89
1,0,0,68.87,0.0,0.0
1,0,1,74.04,0.0,0.0
1,0,2,85.42,0.0,0.0
1,0,3,86.87,0.0,0.0
1,1,0,64.63,98.97,0.0
1,1,1,69.18,99.53,0.0
1,1,2,66.7,99.63,0.0
1,1,3,66.6,99.72,0.0
1,2,0,4.86,68.1,97.26
1,2,1,61.74,60.99,93.52
1,2,2,62.05,61.18,93.52
1,2,3,56.05,48.55,96.27
2,0,0,97.58,0.0,0.0
2,0,1,98.42,0.0,0.0
2,0,2,99.26,0.0,0.0
2,0,3,99.79,0.0,0.0
2,1,0,83.09,55.33,0.0
2,1,1,83.19,55.53,0.0
2,1,2,79.73,66.08,0.0
2,1,3,84.56,88.62,0.0
2,2,0,84.14,74.46,90.95
2,2,1,25.63,79.73,97.28
2,2,2,27.94,80.46,97.28
2,2,3,33.72,80.97,97.28
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,1,0,93.45,61.35,0.0
3,1,1,98.69,82.97,0.0
3,1,2,99.44,94.54,0.0
3,1,3,99.16,89.85,0.0
3,2,0,69.5,84.17,85.24
3,2,1,47.8,34.5,98.13
3,2,2,47.8,38.65,98.13
3,2,3,47.8,41.05,97.92
4,0,0,85.42,0.0,0.0
4,0,1,86.45,0.0,0.0
4,0,2,91.42,0.0,0.0
4,0,3,94.11,0.0,0.0
4,1,0,94.11,97.67,0.0
4,1,1,96.07,97.37,0.0
4,1,2,95.55,97.47,0.0
4,1,3,95.86,97.67,0.0
4,2,0,26.99,58.07,98.84
4,2,1,28.23,59.82,98.53
4,2,2,36.3,69.84,97.37
4,2,3,36.19,70.14,97.69
