run,task,cycle,task_1,task_2,task_3
0,0,0,52.41,0.0,0.0
0,0,1,72.73,0.0,0.0
0,0,2,74.41,0.0,0.0
0,0,3,92.03,0.0,0.0
0,1,0,75.08,88.09,0.0
0,1,1,63.86,92.35,0.0
0,1,2,65.43,91.77,0.0
0,1,3,69.36,90.71,0.0
0,2,0,85.63,80.93,78.98
0,2,1,81.71,83.54,88.27
0,2,2,83.28,85.58,87.39
0,2,3,83.61,85.19,88.47
1,0,0,89.25,0.0,0.0
1,0,1,85.63,0.0,0.0
1,0,2,93.07,0.0,0.0
1,0,3,92.45,0.0,0.0
1,1,0,88.73,94.95,0.0
1,1,1,89.76,94.76,0.0
1,1,2,90.69,94.67,0.0
1,1,3,91.93,94.57,0.0
1,2,0,26.37,48.74,96.71
1,2,1,24.2,49.95,96.71
1,2,2,26.58,50.51,96.6
1,2,3,46.85,54.91,96.05
2,0,0,55.88,0.0,0.0
2,0,1,97.69,0.0,0.0
2,0,2,97.79,0.0,0.0
2,0,3,99.47,0.0,0.0
2,1,0,81.51,81.39,0.0
2,1,1,88.87,89.66,0.0
2,1,2,76.89,85.52,0.0
2,1,3,84.77,86.35,0.0
2,2,0,27.73,85.73,94.46
2,2,1,27.73,85.73,94.16
2,2,2,32.46,87.28,92.22
2,2,3,30.99,87.49,93.19
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,99.81,0.0,0.0
3,1,0,50.33,85.04,0.0
3,1,1,82.69,84.28,0.0
3,1,2,99.25,89.85,0.0
3,1,3,99.25,89.3,0.0
3,2,0,80.36,57.75,72.45
3,2,1,55.38,80.24,93.45
3,2,2,55.94,82.31,93.35
3,2,3,55.85,80.35,94.18
4,0,0,51.29,0.0,0.0
4,0,1,83.25,0.0,0.0
4,0,2,88.42,0.0,0.0
4,0,3,88.93,0.0,0.0
4,1,0,88.0,99.42,0.0
4,1,1,86.97,99.51,0.0
4,1,2,80.56,99.81,0.0
4,1,3,78.9,99.81,0.0
4,2,0,36.61,64.59,92.33
4,2,1,55.33,65.66,91.81
4,2,2,47.88,69.55,94.75
4,2,3,46.23,69.55,95.59
