run,task,cycle,task_1,task_2,task_3
0,0,0,54.88,0.0,0.0
0,0,1,53.54,0.0,0.0
0,0,2,78.79,0.0,0.0
0,0,3,87.32,0.0,0.0
0,0,4,89.45,0.0,0.0
0,1,0,49.83,87.61,0.0
0,1,1,51.52,90.51,0.0
0,1,2,58.36,93.22,0.0
0,1,3,55.78,97.48,0.0
0,1,4,62.74,96.81,0.0
0,2,0,58.36,97.48,79.47
0,2,1,79.8,92.84,84.75
0,2,2,78.23,93.03,76.64
0,2,3,78.45,93.03,76.44
0,2,4,78.23,93.22,79.37
1,0,0,48.81,0.0,0.0
1,0,1,86.35,0.0,0.0
1,0,2,88.52,0.0,0.0
1,0,3,93.38,0.0,0.0
1,0,4,94.0,0.0,0.0
1,1,0,88.93,94.2,0.0
1,1,1,89.66,96.26,0.0
1,1,2,89.76,97.1,0.0
1,1,3,89.87,97.1,0.0
1,1,4,89.97,97.1,0.0
1,2,0,66.49,84.38,84.96
1,2,1,73.84,91.77,80.46
1,2,2,74.66,91.86,80.13
1,2,3,76.01,90.74,80.57
1,2,4,76.01,90.74,80.57
2,0,0,99.16,0.0,0.0
2,0,1,99.47,0.0,0.0
2,0,2,99.79,0.0,0.0
2,0,3,97.48,0.0,0.0
2,0,4,97.79,0.0,0.0
2,1,0,71.11,85.94,0.0
2,1,1,62.08,96.17,0.0
2,1,2,77.1,87.9,0.0
2,1,3,73.84,87.07,0.0
2,1,4,74.79,87.07,0.0
2,2,0,52.63,90.69,81.71
2,2,1,56.2,90.49,87.65
2,2,2,57.04,76.11,91.34
2,2,3,62.08,78.9,91.54
2,2,4,62.39,85.42,92.32
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,99.91,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,100.0,0.0,0.0
3,1,0,94.95,86.9,0.0
3,1,1,96.26,91.59,0.0
3,1,2,96.82,91.81,0.0
3,1,3,96.91,91.59,0.0
3,1,4,97.19,93.23,0.0
3,2,0,93.45,72.82,79.63
3,2,1,85.31,74.89,90.54
3,2,2,85.41,76.2,89.81
3,2,3,85.41,76.86,89.92
3,2,4,85.5,77.84,89.09
4,0,0,91.52,0.0,0.0
4,0,1,96.17,0.0,0.0
4,0,2,97.21,0.0,0.0
4,0,3,98.04,0.0,0.0
4,0,4,97.72,0.0,0.0
4,1,0,92.45,94.84,0.0
4,1,1,93.49,94.65,0.0
4,1,2,96.38,95.04,0.0
4,1,3,96.48,95.04,0.0
4,1,4,96.07,97.86,0.0
4,2,0,65.46,70.33,92.86
4,2,1,66.7,70.53,93.07
4,2,2,77.25,70.62,92.75
4,2,3,79.42,73.25,94.85
4,2,4,81.39,77.33,95.38
