run,task,cycle,task_1,task_2,task_3
0,0,0,51.4,0.0,0.0
0,0,1,59.37,0.0,0.0
0,0,2,68.69,0.0,0.0
0,0,3,72.5,0.0,0.0
0,0,4,85.19,0.0,0.0
0,1,0,84.96,72.51,0.0
0,1,1,11.56,98.06,0.0
0,1,2,46.58,97.1,0.0
0,1,3,26.04,98.35,0.0
0,1,4,30.53,98.35,0.0
0,2,0,62.18,95.55,82.01
0,2,1,69.47,86.35,81.23
0,2,2,71.38,79.67,83.38
0,2,3,66.78,79.86,83.68
0,2,4,71.6,80.64,81.82
1,0,0,68.87,0.0,0.0
1,0,1,70.73,0.0,0.0
1,0,2,71.98,0.0,0.0
1,0,3,78.39,0.0,0.0
1,0,4,80.46,0.0,0.0
1,1,0,69.18,99.53,0.0
1,1,1,66.6,99.91,0.0
1,1,2,66.39,99.91,0.0
1,1,3,66.8,99.81,0.0
1,1,4,66.49,99.81,0.0
1,2,0,55.84,76.15,92.86
1,2,1,20.58,50.14,99.56
1,2,2,20.27,50.05,99.78
1,2,3,20.27,49.95,99.45
1,2,4,30.82,49.95,99.45
2,0,0,97.58,0.0,0.0
2,0,1,98.42,0.0,0.0
2,0,2,99.05,0.0,0.0
2,0,3,99.16,0.0,0.0
2,0,4,99.05,0.0,0.0
2,1,0,88.13,60.91,0.0
2,1,1,68.59,92.35,0.0
2,1,2,74.05,92.97,0.0
2,1,3,71.22,92.24,0.0
2,1,4,69.85,93.07,0.0
2,2,0,67.23,88.73,87.45
2,2,1,15.13,87.69,99.03
2,2,2,25.74,84.8,98.93
2,2,3,22.69,85.21,98.93
2,2,4,25.95,85.11,99.03
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,100.0,0.0,0.0
3,1,0,96.63,62.99,0.0
3,1,1,99.25,82.21,0.0
3,1,2,92.52,99.02,0.0
3,1,3,95.04,98.91,0.0
3,1,4,93.26,95.74,0.0
3,2,0,56.78,80.24,91.06
3,2,1,55.85,69.43,97.82
3,2,2,58.65,56.88,99.06
3,2,3,58.37,47.27,99.06
3,2,4,56.59,30.79,99.06
4,0,0,85.42,0.0,0.0
4,0,1,91.83,0.0,0.0
4,0,2,97.83,0.0,0.0
4,0,3,97.62,0.0,0.0
4,0,4,97.41,0.0,0.0
4,1,0,93.9,97.67,0.0
4,1,1,93.17,97.28,0.0
4,1,2,93.69,95.23,0.0
4,1,3,93.9,95.91,0.0
4,1,4,93.38,96.01,0.0
4,2,0,35.37,64.98,98.42
4,2,1,73.11,49.81,96.53
4,2,2,58.95,56.81,98.74
4,2,3,59.57,56.03,98.53
4,2,4,60.39,57.2,98.21
