run,task,cycle,task_1,task_2,task_3
0,0,0,79.03,0.0,0.0
0,0,1,84.27,0.0,0.0
0,0,2,84.46,0.0,0.0
0,0,3,84.83,0.0,0.0
0,0,4,85.21,0.0,0.0
0,1,0,82.21,86.58,0.0
0,1,1,82.02,87.19,0.0
0,1,2,82.21,87.19,0.0
0,1,3,82.77,87.3,0.0
0,1,4,75.47,86.17,0.0
0,2,0,70.22,89.65,90.36
0,2,1,75.79,89.65,88.32
0,2,2,71.72,89.45,87.93
0,2,3,70.04,89.45,87.83
0,2,4,72.1,87.5,89.19
1,0,0,64.14,0.0,0.0
1,0,1,88.97,0.0,0.0
1,0,2,96.9,0.0,0.0
1,0,3,96.9,0.0,0.0
1,0,4,97.07,0.0,0.0
1,1,0,96.55,97.67,0.0
1,1,1,99.83,97.96,0.0
1,1,2,98.1,96.89,0.0
1,1,3,98.62,97.18,0.0
1,1,4,98.97,97.67,0.0
1,2,0,79.48,86.09,82.85
1,2,1,68.79,81.52,84.09
1,2,2,65.31,85.0,91.38
1,2,3,65.21,85.78,89.12
1,2,4,65.72,85.97,88.81
2,0,0,97.72,0.0,0.0
2,0,1,97.9,0.0,0.0
2,0,2,98.25,0.0,0.0
2,0,3,98.25,0.0,0.0
2,0,4,98.42,0.0,0.0
2,1,0,84.06,81.37,0.0
2,1,1,89.32,90.22,0.0
2,1,2,88.44,91.78,0.0
2,1,3,89.67,91.57,0.0
2,1,4,90.37,92.3,0.0
2,2,0,89.67,92.92,77.87
2,2,1,65.82,84.54,91.82
2,2,2,68.57,85.48,91.53
2,2,3,70.8,85.89,91.43
2,2,4,72.85,89.39,92.92
3,0,0,99.84,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,100.0,0.0,0.0
3,1,0,96.41,90.38,0.0
3,1,1,96.41,90.58,0.0
3,1,2,96.41,90.48,0.0
3,1,3,96.41,92.63,0.0
3,1,4,97.82,92.84,0.0
3,2,0,88.14,67.25,63.77
3,2,1,80.26,84.25,86.23
3,2,2,84.87,86.28,85.17
3,2,3,85.8,86.28,84.75
3,2,4,85.96,86.08,84.43
4,0,0,80.34,0.0,0.0
4,0,1,92.0,0.0,0.0
4,0,2,93.97,0.0,0.0
4,0,3,95.86,0.0,0.0
4,0,4,96.03,0.0,0.0
4,1,0,91.38,92.62,0.0
4,1,1,97.59,95.61,0.0
4,1,2,97.76,96.31,0.0
4,1,3,97.76,96.31,0.0
4,1,4,97.07,96.01,0.0
4,2,0,73.45,81.56,85.66
4,2,1,82.52,85.56,87.79
4,2,2,81.48,85.56,87.89
4,2,3,81.31,86.56,88.0
4,2,4,88.66,90.17,89.22
