run,task,cycle,task_1,task_2,task_3
0,0,0,52.41,0.0,0.0
0,0,1,52.41,0.0,0.0
0,0,2,52.86,0.0,0.0
0,0,3,52.86,0.0,0.0
0,1,0,74.75,80.74,0.0
0,1,1,53.65,99.42,0.0
0,1,2,47.7,100.0,0.0
0,1,3,47.25,100.0,0.0
0,2,0,54.1,98.84,78.3
0,2,1,59.37,99.61,82.01
0,2,2,60.16,99.61,82.21
0,2,3,66.22,98.55,80.74
1,0,0,89.25,0.0,0.0
1,0,1,96.79,0.0,0.0
1,0,2,98.14,0.0,0.0
1,0,3,97.0,0.0,0.0
1,1,0,91.11,95.04,0.0
1,1,1,76.01,100.0,0.0
1,1,2,69.8,100.0,0.0
1,1,3,80.46,100.0,0.0
1,2,0,29.47,71.09,94.73
1,2,1,44.78,70.25,94.07
1,2,2,31.54,71.75,96.71
1,2,3,29.58,72.4,95.72
2,0,0,55.88,0.0,0.0
2,0,1,55.88,0.0,0.0
2,0,2,55.88,0.0,0.0
2,0,3,55.88,0.0,0.0
2,1,0,73.63,74.77,0.0
2,1,1,65.44,93.28,0.0
2,1,2,63.55,94.62,0.0
2,1,3,61.13,96.59,0.0
2,2,0,29.31,93.17,92.41
2,2,1,13.97,83.66,95.04
2,2,2,27.52,87.38,99.32
2,2,3,34.35,80.46,99.42
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,1,0,91.67,85.26,0.0
3,1,1,88.03,91.16,0.0
3,1,2,96.82,96.62,0.0
3,1,3,97.1,99.89,0.0
3,2,0,81.48,93.01,82.54
3,2,1,76.43,87.45,95.53
3,2,2,71.84,81.44,96.99
3,2,3,70.72,77.51,97.3
4,0,0,51.29,0.0,0.0
4,0,1,89.56,0.0,0.0
4,0,2,92.04,0.0,0.0
4,0,3,98.04,0.0,0.0
4,1,0,84.18,97.28,0.0
4,1,1,81.9,99.42,0.0
4,1,2,92.76,99.51,0.0
4,1,3,85.73,99.32,0.0
4,2,0,27.2,70.62,92.54
4,2,1,30.3,70.62,91.6
4,2,2,50.47,71.89,93.7
4,2,3,58.01,75.39,97.48
