run,task,cycle,task_1,task_2,task_3
0,0,0,52.41,0.0,0.0
0,0,1,52.3,0.0,0.0
0,0,2,52.86,0.0,0.0
0,0,3,59.71,0.0,0.0
0,1,0,76.88,87.71,0.0
0,1,1,41.08,98.26,0.0
0,1,2,43.88,97.1,0.0
0,1,3,42.09,97.19,0.0
0,2,0,43.55,96.9,76.64
0,2,1,44.78,96.9,77.61
0,2,2,42.65,94.58,79.37
0,2,3,61.73,91.97,84.36
1,0,0,89.25,0.0,0.0
1,0,1,96.79,0.0,0.0
1,0,2,97.62,0.0,0.0
1,0,3,96.9,0.0,0.0
1,1,0,94.42,95.04,0.0
1,1,1,92.76,98.13,0.0
1,1,2,91.83,99.63,0.0
1,1,3,88.62,99.63,0.0
1,2,0,45.6,72.03,91.33
1,2,1,51.71,73.71,91.11
1,2,2,27.92,71.56,92.86
1,2,3,26.78,69.5,96.38
2,0,0,55.88,0.0,0.0
2,0,1,55.88,0.0,0.0
2,0,2,55.88,0.0,0.0
2,0,3,55.88,0.0,0.0
2,1,0,73.63,74.77,0.0
2,1,1,77.42,89.25,0.0
2,1,2,81.93,87.07,0.0
2,1,3,64.71,90.49,0.0
2,2,0,33.19,85.73,92.9
2,2,1,34.87,85.32,97.86
2,2,2,39.5,82.83,97.86
2,2,3,33.72,80.66,98.05
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,1,0,85.59,85.92,0.0
3,1,1,98.22,91.48,0.0
3,1,2,97.1,94.21,0.0
3,1,3,96.91,97.93,0.0
3,2,0,85.03,92.79,81.81
3,2,1,63.24,36.03,99.58
3,2,2,63.24,61.79,99.58
3,2,3,57.72,60.15,97.51
4,0,0,51.29,0.0,0.0
4,0,1,89.56,0.0,0.0
4,0,2,92.04,0.0,0.0
4,0,3,98.04,0.0,0.0
4,1,0,83.87,97.67,0.0
4,1,1,87.69,99.42,0.0
4,1,2,91.83,99.51,0.0
4,1,3,77.97,99.42,0.0
4,2,0,43.12,69.36,94.75
4,2,1,42.09,69.94,95.17
4,2,2,45.6,71.4,96.11
4,2,3,16.44,68.68,99.26
