run,task,cycle,task_1,task_2,task_3
0,0,0,90.01,0.0,0.0
0,0,1,94.28,0.0,0.0
0,0,2,94.61,0.0,0.0
0,0,3,92.59,0.0,0.0
0,0,4,92.48,0.0,0.0
0,0,5,92.37,0.0,0.0
0,0,6,91.25,0.0,0.0
0,0,7,90.91,0.0,0.0
0,0,8,91.36,0.0,0.0
0,0,9,91.58,0.0,0.0
0,1,0,70.48,99.52,0.0
0,1,1,87.88,99.81,0.0
0,1,2,86.31,99.81,0.0
0,1,3,78.9,98.26,0.0
0,1,4,73.4,98.26,0.0
0,1,5,67.79,97.87,0.0
0,1,6,63.41,97.58,0.0
0,1,7,58.02,97.58,0.0
0,1,8,54.21,97.48,0.0
0,1,9,50.39,97.39,0.0
0,2,0,95.51,92.16,83.58
0,2,1,93.49,99.42,80.94
0,2,2,93.71,99.32,82.21
0,2,3,93.94,99.23,81.82
0,2,4,94.05,99.32,80.94
0,2,5,94.05,99.23,80.55
0,2,6,94.05,99.23,79.86
0,2,7,94.05,99.23,79.77
0,2,8,94.05,99.23,79.86
0,2,9,94.05,99.23,79.86
1,0,0,99.07,0.0,0.0
1,0,1,98.66,0.0,0.0
1,0,2,99.28,0.0,0.0
1,0,3,98.97,0.0,0.0
1,0,4,98.66,0.0,0.0
1,0,5,98.35,0.0,0.0
1,0,6,97.1,0.0,0.0
1,0,7,96.17,0.0,0.0
1,0,8,97.83,0.0,0.0
1,0,9,98.76,0.0,0.0
1,1,0,94.21,99.44,0.0
1,1,1,96.28,100.0,0.0
1,1,2,96.38,100.0,0.0
1,1,3,96.07,100.0,0.0
1,1,4,96.48,100.0,0.0
1,1,5,96.38,100.0,0.0
1,1,6,96.17,100.0,0.0
1,1,7,96.48,100.0,0.0
1,1,8,96.28,100.0,0.0
1,1,9,95.86,100.0,0.0
1,2,0,88.31,79.05,88.69
1,2,1,90.9,79.89,95.17
1,2,2,88.31,80.07,96.16
1,2,3,88.52,81.01,95.83
1,2,4,88.21,81.57,95.61
1,2,5,90.07,66.32,94.73
1,2,6,90.9,67.54,94.73
1,2,7,91.31,68.94,94.62
1,2,8,91.73,69.97,94.51
1,2,9,92.45,72.22,94.18
2,0,0,99.47,0.0,0.0
2,0,1,98.63,0.0,0.0
2,0,2,97.48,0.0,0.0
2,0,3,96.11,0.0,0.0
2,0,4,94.12,0.0,0.0
2,0,5,91.6,0.0,0.0
2,0,6,89.5,0.0,0.0
2,0,7,86.66,0.0,0.0
2,0,8,92.44,0.0,0.0
2,0,9,98.21,0.0,0.0
2,1,0,97.27,90.59,0.0
2,1,1,94.85,96.69,0.0
2,1,2,84.35,97.52,0.0
2,1,3,88.03,97.52,0.0
2,1,4,88.45,97.52,0.0
2,1,5,88.45,97.52,0.0
2,1,6,88.45,97.41,0.0
2,1,7,88.55,97.1,0.0
2,1,8,88.66,97.1,0.0
2,1,9,88.24,96.79,0.0
2,2,0,85.5,90.49,90.56
2,2,1,43.49,95.86,97.28
2,2,2,44.33,96.28,97.28
2,2,3,45.48,96.28,97.28
2,2,4,46.85,96.28,97.28
2,2,5,48.63,96.48,97.28
2,2,6,49.79,96.48,97.28
2,2,7,50.84,96.48,97.28
2,2,8,52.21,96.59,97.28
2,2,9,52.73,96.79,97.28
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,100.0,0.0,0.0
3,0,5,100.0,0.0,0.0
3,0,6,100.0,0.0,0.0
3,0,7,100.0,0.0,0.0
3,0,8,100.0,0.0,0.0
3,0,9,100.0,0.0,0.0
3,1,0,99.63,93.01,0.0
3,1,1,98.32,99.34,0.0
3,1,2,98.88,99.34,0.0
3,1,3,99.91,99.02,0.0
3,1,4,99.81,99.02,0.0
3,1,5,99.81,98.91,0.0
3,1,6,99.81,98.91,0.0
3,1,7,99.81,98.91,0.0
3,1,8,99.81,98.8,0.0
3,1,9,99.81,98.69,0.0
3,2,0,67.82,93.45,95.43
3,2,1,73.81,89.41,96.36
3,2,2,73.81,90.07,96.36
3,2,3,74.37,90.39,96.05
3,2,4,74.56,90.5,95.84
3,2,5,74.74,90.72,95.53
3,2,6,75.02,90.83,95.22
3,2,7,75.21,90.94,95.22
3,2,8,75.12,91.27,95.22
3,2,9,75.02,91.48,95.22
4,0,0,98.14,0.0,0.0
4,0,1,98.55,0.0,0.0
4,0,2,98.24,0.0,0.0
4,0,3,96.59,0.0,0.0
4,0,4,98.76,0.0,0.0
4,0,5,99.07,0.0,0.0
4,0,6,99.07,0.0,0.0
4,0,7,99.07,0.0,0.0
4,0,8,99.17,0.0,0.0
4,0,9,99.28,0.0,0.0
4,1,0,96.38,98.64,0.0
4,1,1,93.59,99.61,0.0
4,1,2,93.28,99.71,0.0
4,1,3,93.59,99.71,0.0
4,1,4,93.17,99.71,0.0
4,1,5,92.97,99.71,0.0
4,1,6,89.76,99.71,0.0
4,1,7,90.07,99.71,0.0
4,1,8,89.97,99.71,0.0
4,1,9,89.97,99.71,0.0
4,2,0,76.94,70.14,94.85
4,2,1,70.84,78.31,95.17
4,2,2,91.11,78.11,92.86
4,2,3,89.76,74.71,97.06
4,2,4,82.83,74.22,97.58
4,2,5,83.04,74.42,97.48
4,2,6,82.94,74.81,97.16
4,2,7,82.94,75.49,97.16
4,2,8,82.52,76.26,97.06
4,2,9,82.11,77.43,97.06
