run,task,cycle,task_1,task_2,task_3
0,0,0,65.43,0.0,0.0
0,0,1,83.39,0.0,0.0
0,0,2,80.36,0.0,0.0
0,0,3,87.21,0.0,0.0
0,0,4,89.9,0.0,0.0
0,1,0,87.21,72.6,0.0
0,1,1,26.49,95.74,0.0
0,1,2,24.35,95.93,0.0
0,1,3,23.57,95.64,0.0
0,1,4,21.32,95.26,0.0
0,2,0,39.96,94.77,77.91
0,2,1,40.85,94.68,78.01
0,2,2,51.74,93.71,78.2
0,2,3,53.98,93.51,79.47
0,2,4,54.1,93.51,79.57
1,0,0,50.57,0.0,0.0
1,0,1,48.71,0.0,0.0
1,0,2,48.71,0.0,0.0
1,0,3,48.71,0.0,0.0
1,0,4,48.71,0.0,0.0
1,1,0,17.27,96.54,0.0
1,1,1,20.58,96.16,0.0
1,1,2,26.27,95.98,0.0
1,1,3,31.85,95.98,0.0
1,1,4,55.53,99.44,0.0
1,2,0,39.4,82.79,72.78
1,2,1,37.54,83.44,78.05
1,2,2,37.33,83.54,78.38
1,2,3,34.64,81.85,83.97
1,2,4,22.34,71.84,94.4
2,0,0,99.58,0.0,0.0
2,0,1,98.84,0.0,0.0
2,0,2,97.9,0.0,0.0
2,0,3,96.85,0.0,0.0
2,0,4,96.43,0.0,0.0
2,1,0,74.05,69.29,0.0
2,1,1,61.24,90.69,0.0
2,1,2,61.34,91.11,0.0
2,1,3,57.46,90.28,0.0
2,1,4,60.61,93.8,0.0
2,2,0,74.05,92.55,82.39
2,2,1,51.47,84.69,92.22
2,2,2,50.21,88.62,92.22
2,2,3,51.05,89.87,92.12
2,2,4,25.95,82.01,94.26
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,97.47,0.0,0.0
3,0,4,97.47,0.0,0.0
3,1,0,96.63,76.97,0.0
3,1,1,99.72,80.35,0.0
3,1,2,99.63,81.22,0.0
3,1,3,99.63,86.03,0.0
3,1,4,99.44,87.12,0.0
3,2,0,87.0,32.53,84.82
3,2,1,87.0,34.06,84.2
3,2,2,87.09,35.81,83.06
3,2,3,71.19,65.07,83.89
3,2,4,80.07,64.74,84.2
4,0,0,48.29,0.0,0.0
4,0,1,85.21,0.0,0.0
4,0,2,83.14,0.0,0.0
4,0,3,88.31,0.0,0.0
4,0,4,93.9,0.0,0.0
4,1,0,93.59,93.0,0.0
4,1,1,86.45,93.29,0.0
4,1,2,88.0,93.29,0.0
4,1,3,89.25,93.29,0.0
4,1,4,93.9,93.48,0.0
4,2,0,44.05,57.59,93.38
4,2,1,48.5,60.21,92.02
4,2,2,51.81,60.7,91.81
4,2,3,61.94,69.55,92.02
4,2,4,68.36,69.94,91.91
