run,task,cycle,task_1,task_2,task_3
0,0,0,90.01,0.0,0.0
0,0,1,94.28,0.0,0.0
0,0,2,94.61,0.0,0.0
0,0,3,92.59,0.0,0.0
0,0,4,92.48,0.0,0.0
0,0,5,92.37,0.0,0.0
0,0,6,91.25,0.0,0.0
0,0,7,91.02,0.0,0.0
0,0,8,91.13,0.0,0.0
0,0,9,91.13,0.0,0.0
0,1,0,70.71,99.42,0.0
0,1,1,87.21,99.71,0.0
0,1,2,84.96,99.71,0.0
0,1,3,79.35,98.26,0.0
0,1,4,73.18,98.26,0.0
0,1,5,68.13,98.26,0.0
0,1,6,62.07,97.58,0.0
0,1,7,57.8,97.58,0.0
0,1,8,53.2,97.39,0.0
0,1,9,50.06,97.39,0.0
0,2,0,95.4,98.26,84.16
0,2,1,95.62,98.45,84.16
0,2,2,95.51,98.84,81.92
0,2,3,92.26,97.77,83.68
0,2,4,91.69,96.52,85.14
0,2,5,91.81,96.52,84.26
0,2,6,91.81,96.52,84.56
0,2,7,91.92,96.52,85.34
0,2,8,91.69,96.61,86.31
0,2,9,91.69,96.71,86.22
1,0,0,99.07,0.0,0.0
1,0,1,98.66,0.0,0.0
1,0,2,99.28,0.0,0.0
1,0,3,98.97,0.0,0.0
1,0,4,98.66,0.0,0.0
1,0,5,98.35,0.0,0.0
1,0,6,97.1,0.0,0.0
1,0,7,96.48,0.0,0.0
1,0,8,97.93,0.0,0.0
1,0,9,97.41,0.0,0.0
1,1,0,98.35,99.44,0.0
1,1,1,88.73,100.0,0.0
1,1,2,98.04,99.91,0.0
1,1,3,97.31,99.91,0.0
1,1,4,97.31,99.91,0.0
1,1,5,97.31,99.91,0.0
1,1,6,97.0,99.91,0.0
1,1,7,96.79,99.91,0.0
1,1,8,96.79,99.91,0.0
1,1,9,96.28,99.91,0.0
1,2,0,89.14,92.8,85.18
1,2,1,86.76,80.45,94.62
1,2,2,86.87,80.26,95.94
1,2,3,86.87,80.36,95.83
1,2,4,87.28,80.26,95.83
1,2,5,87.8,80.54,95.72
1,2,6,88.21,81.01,95.5
1,2,7,88.31,81.2,95.39
1,2,8,88.73,81.2,95.28
1,2,9,89.25,81.2,95.17
2,0,0,99.47,0.0,0.0
2,0,1,98.63,0.0,0.0
2,0,2,97.48,0.0,0.0
2,0,3,96.11,0.0,0.0
2,0,4,94.22,0.0,0.0
2,0,5,91.6,0.0,0.0
2,0,6,89.6,0.0,0.0
2,0,7,86.76,0.0,0.0
2,0,8,84.24,0.0,0.0
2,0,9,99.47,0.0,0.0
2,1,0,93.59,90.49,0.0
2,1,1,85.4,91.52,0.0
2,1,2,90.76,93.38,0.0
2,1,3,91.81,92.24,0.0
2,1,4,92.33,92.86,0.0
2,1,5,93.59,92.55,0.0
2,1,6,93.49,92.66,0.0
2,1,7,93.91,92.66,0.0
2,1,8,94.22,92.45,0.0
2,1,9,94.43,92.14,0.0
2,2,0,74.26,92.14,94.16
2,2,1,58.72,91.93,97.37
2,2,2,53.47,91.83,97.57
2,2,3,54.62,91.83,97.37
2,2,4,56.83,91.93,97.37
2,2,5,59.66,91.93,97.28
2,2,6,63.03,91.93,96.89
2,2,7,65.23,91.93,96.79
2,2,8,66.6,91.83,96.6
2,2,9,67.96,91.62,96.3
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,100.0,0.0,0.0
3,0,5,100.0,0.0,0.0
3,0,6,100.0,0.0,0.0
3,0,7,100.0,0.0,0.0
3,0,8,100.0,0.0,0.0
3,0,9,100.0,0.0,0.0
3,1,0,99.63,93.12,0.0
3,1,1,92.98,99.45,0.0
3,1,2,98.88,98.91,0.0
3,1,3,99.35,99.67,0.0
3,1,4,99.35,99.67,0.0
3,1,5,99.81,99.56,0.0
3,1,6,99.81,99.45,0.0
3,1,7,99.81,99.45,0.0
3,1,8,99.81,99.45,0.0
3,1,9,99.81,99.45,0.0
3,2,0,75.68,95.63,94.7
3,2,1,70.25,92.9,95.11
3,2,2,71.47,93.12,95.11
3,2,3,72.22,93.12,94.8
3,2,4,72.97,93.34,94.59
3,2,5,73.99,93.23,94.49
3,2,6,75.21,93.23,94.18
3,2,7,75.68,93.12,93.97
3,2,8,76.05,93.01,93.76
3,2,9,76.43,93.56,93.56
4,0,0,98.14,0.0,0.0
4,0,1,98.55,0.0,0.0
4,0,2,98.24,0.0,0.0
4,0,3,96.59,0.0,0.0
4,0,4,98.76,0.0,0.0
4,0,5,99.07,0.0,0.0
4,0,6,99.07,0.0,0.0
4,0,7,99.28,0.0,0.0
4,0,8,98.76,0.0,0.0
4,0,9,98.35,0.0,0.0
4,1,0,98.55,96.01,0.0
4,1,1,97.41,97.67,0.0
4,1,2,89.45,99.32,0.0
4,1,3,89.66,99.32,0.0
4,1,4,89.97,99.32,0.0
4,1,5,89.87,99.32,0.0
4,1,6,89.56,99.32,0.0
4,1,7,89.25,99.32,0.0
4,1,8,89.25,99.32,0.0
4,1,9,89.14,99.32,0.0
4,2,0,31.85,69.94,97.27
4,2,1,35.26,70.04,96.95
4,2,2,39.4,71.4,97.06
4,2,3,43.85,72.37,97.16
4,2,4,48.09,73.25,97.06
4,2,5,51.91,75.19,96.85
4,2,6,55.12,75.88,96.64
4,2,7,57.81,76.95,96.32
4,2,8,59.77,77.24,96.32
4,2,9,62.25,78.11,96.32
