run,task,cycle,task_1,task_2,task_3
0,0,0,65.43,0.0,0.0
0,0,1,64.42,0.0,0.0
0,0,2,61.95,0.0,0.0
0,0,3,71.83,0.0,0.0
0,0,4,82.15,0.0,0.0
0,1,0,63.97,89.16,0.0
0,1,1,29.18,98.74,0.0
0,1,2,30.64,98.16,0.0
0,1,3,28.96,99.81,0.0
0,1,4,29.63,99.71,0.0
0,2,0,48.6,99.23,79.08
0,2,1,49.61,99.23,77.91
0,2,2,53.09,98.94,78.89
0,2,3,53.87,98.94,78.69
0,2,4,64.31,98.16,85.14
1,0,0,50.57,0.0,0.0
1,0,1,64.32,0.0,0.0
1,0,2,80.77,0.0,0.0
1,0,3,93.07,0.0,0.0
1,0,4,93.17,0.0,0.0
1,1,0,69.6,91.11,0.0
1,1,1,68.46,90.65,0.0
1,1,2,70.32,90.55,0.0
1,1,3,71.98,90.36,0.0
1,1,4,85.63,98.13,0.0
1,2,0,38.16,62.77,77.61
1,2,1,69.08,51.82,88.14
1,2,2,44.67,51.54,92.86
1,2,3,39.92,53.98,94.18
1,2,4,41.37,54.16,94.29
2,0,0,99.58,0.0,0.0
2,0,1,99.68,0.0,0.0
2,0,2,99.16,0.0,0.0
2,0,3,99.05,0.0,0.0
2,0,4,99.47,0.0,0.0
2,1,0,75.42,77.77,0.0
2,1,1,70.38,85.63,0.0
2,1,2,74.89,94.42,0.0
2,1,3,77.42,94.0,0.0
2,1,4,78.99,94.21,0.0
2,2,0,66.91,92.04,82.3
2,2,1,52.42,90.07,92.12
2,2,2,53.26,90.07,92.02
2,2,3,53.99,89.97,92.02
2,2,4,55.15,89.66,92.02
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,100.0,0.0,0.0
3,1,0,94.95,81.33,0.0
3,1,1,97.47,82.53,0.0
3,1,2,97.47,81.77,0.0
3,1,3,97.47,81.77,0.0
3,1,4,97.47,82.97,0.0
3,2,0,62.39,72.71,59.46
3,2,1,90.18,22.82,85.45
3,2,2,57.25,37.77,93.14
3,2,3,58.84,37.88,93.04
3,2,4,60.8,37.34,93.04
4,0,0,48.29,0.0,0.0
4,0,1,92.86,0.0,0.0
4,0,2,87.49,0.0,0.0
4,0,3,86.97,0.0,0.0
4,0,4,90.69,0.0,0.0
4,1,0,94.62,93.29,0.0
4,1,1,84.9,96.4,0.0
4,1,2,84.69,96.69,0.0
4,1,3,82.11,97.57,0.0
4,1,4,82.32,97.67,0.0
4,2,0,19.03,76.46,97.06
4,2,1,20.58,77.14,97.06
4,2,2,24.41,75.0,97.37
4,2,3,25.65,75.29,97.06
4,2,4,26.68,76.17,97.06
