run,task,cycle,task_1,task_2,task_3
0,0,0,50.28,0.0,0.0
0,0,1,62.51,0.0,0.0
0,0,2,86.2,0.0,0.0
0,1,0,69.92,85.09,0.0
0,1,1,18.29,99.23,0.0
0,1,2,35.58,99.52,0.0
0,2,0,38.38,72.89,69.11
0,2,1,12.35,85.77,81.33
0,2,2,11.22,90.13,80.55
1,0,0,37.75,0.0,0.0
1,0,1,88.73,0.0,0.0
1,0,2,96.28,0.0,0.0
1,1,0,86.04,98.22,0.0
1,1,1,55.74,99.63,0.0
1,1,2,74.46,99.91,0.0
1,2,0,11.89,50.23,98.68
1,2,1,29.06,50.33,97.59
1,2,2,51.09,50.51,98.02
2,0,0,99.16,0.0,0.0
2,0,1,99.89,0.0,0.0
2,0,2,99.68,0.0,0.0
2,1,0,81.3,76.73,0.0
2,1,1,77.63,82.94,0.0
2,1,2,75.0,88.93,0.0
2,2,0,33.09,86.04,93.39
2,2,1,68.28,32.57,97.47
2,2,2,69.64,31.02,97.47
3,0,0,99.91,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,1,0,99.81,59.93,0.0
3,1,1,95.14,80.79,0.0
3,1,2,95.51,87.77,0.0
3,2,0,77.74,65.72,88.25
3,2,1,79.98,0.44,93.14
3,2,2,46.21,0.0,99.58
4,0,0,81.18,0.0,0.0
4,0,1,81.49,0.0,0.0
4,0,2,96.38,0.0,0.0
4,1,0,92.76,93.19,0.0
4,1,1,89.66,90.86,0.0
4,1,2,91.21,99.51,0.0
4,2,0,0.0,75.1,96.32
4,2,1,37.33,50.29,96.64
4,2,2,19.96,52.53,99.37
