run,task,cycle,task_1,task_2,task_3
0,0,0,76.95,0.0,0.0
0,0,1,79.04,0.0,0.0
0,0,2,87.72,0.0,0.0
0,0,3,86.83,0.0,0.0
0,0,4,88.62,0.0,0.0
0,1,0,73.2,59.88,0.0
0,1,1,77.4,88.06,0.0
0,1,2,71.71,89.77,0.0
0,1,3,77.25,89.97,0.0
0,1,4,83.53,93.38,0.0
0,2,0,69.31,89.17,79.43
0,2,1,71.26,91.68,81.77
0,2,2,73.95,92.78,82.46
0,2,3,74.55,92.88,83.33
0,2,4,75.9,92.28,84.31
1,0,0,57.38,0.0,0.0
1,0,1,49.52,0.0,0.0
1,0,2,48.14,0.0,0.0
1,0,3,90.21,0.0,0.0
1,0,4,95.72,0.0,0.0
1,1,0,95.72,99.52,0.0
1,1,1,98.76,99.71,0.0
1,1,2,98.62,99.62,0.0
1,1,3,98.62,99.62,0.0
1,1,4,98.9,99.81,0.0
1,2,0,64.0,72.1,82.75
1,2,1,82.76,72.39,82.44
1,2,2,75.72,78.14,89.91
1,2,3,80.28,84.28,87.7
1,2,4,79.86,81.59,87.8
2,0,0,99.44,0.0,0.0
2,0,1,99.72,0.0,0.0
2,0,2,99.72,0.0,0.0
2,0,3,99.86,0.0,0.0
2,0,4,99.86,0.0,0.0
2,1,0,95.66,43.3,0.0
2,1,1,87.68,84.94,0.0
2,1,2,92.16,89.82,0.0
2,1,3,89.08,90.13,0.0
2,1,4,88.52,89.72,0.0
2,2,0,71.01,84.94,82.82
2,2,1,43.14,81.2,96.35
2,2,2,43.56,81.2,96.15
2,2,3,43.56,81.52,96.05
2,2,4,43.84,81.52,96.05
3,0,0,100.0,0.0,0.0
3,0,1,100.0,0.0,0.0
3,0,2,100.0,0.0,0.0
3,0,3,100.0,0.0,0.0
3,0,4,100.0,0.0,0.0
3,1,0,100.0,56.44,0.0
3,1,1,99.25,78.85,0.0
3,1,2,98.88,87.75,0.0
3,1,3,99.25,90.26,0.0
3,1,4,99.38,95.81,0.0
3,2,0,96.13,87.75,60.84
3,2,1,86.27,81.57,83.37
3,2,2,86.52,81.57,83.26
3,2,3,86.39,85.55,87.89
3,2,4,86.39,85.34,87.89
4,0,0,78.62,0.0,0.0
4,0,1,82.48,0.0,0.0
4,0,2,83.03,0.0,0.0
4,0,3,87.59,0.0,0.0
4,0,4,88.83,0.0,0.0
4,1,0,85.38,92.1,0.0
4,1,1,88.14,92.89,0.0
4,1,2,90.34,93.78,0.0
4,1,3,89.66,93.78,0.0
4,1,4,91.86,94.37,0.0
4,2,0,15.72,77.59,57.57
4,2,1,44.69,74.33,88.88
4,2,2,44.28,74.63,88.88
4,2,3,43.45,70.38,91.04
4,2,4,44.97,70.98,90.83
