task_1,task_2,task_3,task_4,task_5,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
72.87,0.0,0.0,0.0,0.0,0,0,14.574000000000002,72.87,0.0
75.102,0.0,0.0,0.0,0.0,0,1,15.0204,75.102,-2.2319999999999993
77.174,0.0,0.0,0.0,0.0,0,2,15.434800000000001,77.174,-2.0720000000000027
78.74199999999999,0.0,0.0,0.0,0.0,0,3,15.748399999999998,78.74199999999999,-1.5679999999999836
79.38,0.0,0.0,0.0,0.0,0,4,15.876,79.38,-0.6380000000000052
79.114,0.0,0.0,0.0,0.0,0,5,15.8228,79.114,0.26599999999999113
79.714,0.0,0.0,0.0,0.0,0,6,15.9428,79.714,-0.3340000000000032
59.275999999999996,53.708000000000006,0.0,0.0,0.0,1,0,22.5968,56.492000000000004,20.438000000000002
60.324,54.641999999999996,0.0,0.0,0.0,1,1,22.993199999999998,57.483,9.228000000000005
60.910000000000004,54.120000000000005,0.0,0.0,0.0,1,2,23.006,57.515,9.662999999999993
64.484,56.366,0.0,0.0,0.0,1,3,24.169999999999998,60.425,6.753
65.11,55.886,0.0,0.0,0.0,1,4,24.1992,60.498000000000005,7.541999999999998
65.574,55.516,0.0,0.0,0.0,1,5,24.218,60.545,7.495000000000001
65.8,55.60999999999999,0.0,0.0,0.0,1,6,24.282,60.705,7.335000000000004
56.459999999999994,37.314,45.094,0.0,0.0,2,0,27.7736,46.28933333333333,21.153000000000002
56.02,40.624,45.652,0.0,0.0,2,1,28.4592,47.431999999999995,12.959333333333332
56.512,41.275999999999996,44.721999999999994,0.0,0.0,2,2,28.502,47.50333333333333,13.074000000000003
56.83,41.806,43.98800000000001,0.0,0.0,2,3,28.5248,47.541333333333334,13.036
57.188,42.354,43.032,0.0,0.0,2,4,28.5148,47.52466666666667,13.052666666666667
57.894000000000005,43.694,42.876000000000005,0.0,0.0,2,5,28.8928,48.154666666666664,12.422666666666663
58.35799999999999,44.227999999999994,42.339999999999996,0.0,0.0,2,6,28.9852,48.30866666666666,12.268666666666673
56.61800000000001,46.541999999999994,28.151999999999997,38.018,0.0,3,0,33.866,42.332499999999996,16.80666666666667
56.486000000000004,43.017999999999994,28.592000000000002,44.624,0.0,3,1,34.544,43.18,11.757499999999999
56.964,43.272000000000006,28.854000000000003,44.04,0.0,3,2,34.626,43.2825,13.3065
57.148,43.566,29.254,43.36,0.0,3,3,34.6656,43.331999999999994,13.257
57.188,43.178,30.648000000000003,44.448,0.0,3,4,35.092400000000005,43.865500000000004,12.7235
57.467999999999996,43.60600000000001,30.860000000000003,43.812,0.0,3,5,35.14920000000001,43.93650000000001,12.652499999999998
57.64,43.95,30.942,43.215999999999994,0.0,3,6,35.1496,43.937,12.652000000000001
57.492000000000004,44.544,31.5,28.072000000000003,35.495999999999995,4,0,39.4208,39.4208,16.186999999999998
56.831999999999994,42.698,31.45,29.548000000000002,42.352,4,1,40.576,40.576,11.7944
56.988,42.924,31.768,30.548000000000002,42.483999999999995,4,2,40.9424,40.9424,12.7992
56.168000000000006,44.64,34.346,33.696,48.1,4,3,43.39,43.39,10.377999999999998
55.408,44.227999999999994,33.936,34.308,50.227999999999994,4,4,43.6216,43.6216,11.269600000000002
56.338,43.682,34.68,34.682,50.294,4,5,43.935199999999995,43.935199999999995,11.381599999999999
56.35,43.83,34.668,34.946,50.268,4,6,44.0124,44.0124,11.3176
