task_1,task_2,task_3,task_4,task_5,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
69.092,0.0,0.0,0.0,0.0,0,0,13.8184,69.092,0.0
73.806,0.0,0.0,0.0,0.0,0,1,14.761199999999999,73.806,-4.713999999999999
75.136,0.0,0.0,0.0,0.0,0,2,15.027199999999999,75.136,-1.3299999999999983
76.19800000000001,0.0,0.0,0.0,0.0,0,3,15.239600000000001,76.19800000000001,-1.0620000000000118
76.554,0.0,0.0,0.0,0.0,0,4,15.3108,76.554,-0.35599999999999454
56.010000000000005,50.254,0.0,0.0,0.0,1,0,21.2528,53.132000000000005,20.543999999999997
55.462,50.574,0.0,0.0,0.0,1,1,21.2072,53.018,10.386
55.888,52.7,0.0,0.0,0.0,1,2,21.717599999999997,54.294,9.27
55.534000000000006,52.674,0.0,0.0,0.0,1,3,21.6416,54.104,10.523
55.638,52.220000000000006,0.0,0.0,0.0,1,4,21.5716,53.929,10.698
43.388,39.22,50.08,0.0,0.0,2,0,26.537599999999998,44.22933333333333,23.323000000000004
41.403999999999996,38.664,50.730000000000004,0.0,0.0,2,1,26.1596,43.599333333333334,16.17866666666667
42.769999999999996,39.14,50.57000000000001,0.0,0.0,2,2,26.496000000000002,44.160000000000004,15.834666666666669
42.998000000000005,39.339999999999996,50.13,0.0,0.0,2,3,26.493599999999997,44.156,15.838666666666668
43.494,39.512,49.67999999999999,0.0,0.0,2,4,26.537199999999995,44.22866666666666,15.766000000000005
44.632,36.284,40.962,37.916,0.0,3,0,31.958799999999997,39.948499999999996,19.36866666666667
42.132,34.196,40.23,40.254000000000005,0.0,3,1,31.3624,39.203,15.272000000000002
42.416,34.396,40.204,39.589999999999996,0.0,3,2,31.321199999999997,39.1515,15.908000000000005
42.93,34.542,40.296,39.484,0.0,3,3,31.450400000000002,39.313,15.746500000000003
43.071999999999996,35.222,40.336,39.269999999999996,0.0,3,4,31.579999999999995,39.474999999999994,15.584500000000006
44.912,32.31,35.19,32.236000000000004,44.648,4,0,37.8592,37.8592,18.8975
47.786,32.525999999999996,33.228,36.548,51.77,4,1,40.3716,40.3716,12.605600000000004
48.62,33.230000000000004,34.303999999999995,37.727999999999994,52.022000000000006,4,2,41.1808,41.1808,13.220800000000002
48.992000000000004,33.029999999999994,32.906,37.410000000000004,52.446000000000005,4,3,40.9568,40.9568,13.4952
49.274,33.54600000000001,33.476,37.822,52.128,4,4,41.249199999999995,41.249199999999995,13.287600000000003
