task_1,task_2,task_3,task_4,task_5,task_6,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
89.748,0.0,0.0,0.0,0.0,0.0,0,0,14.958,89.748,0.0
94.418,0.0,0.0,0.0,0.0,0.0,0,1,15.736333333333334,94.418,-4.670000000000002
99.5,0.0,0.0,0.0,0.0,0.0,0,2,16.583333333333332,99.5,-5.081999999999994
91.582,95.0,0.0,0.0,0.0,0.0,1,0,31.096999999999998,93.291,7.918000000000006
83.918,97.918,0.0,0.0,0.0,0.0,1,1,30.306,90.918,6.331999999999994
82.25,98.418,0.0,0.0,0.0,0.0,1,2,30.111333333333334,90.334,8.375
74.666,81.084,88.586,0.0,0.0,0.0,2,0,40.72266666666667,81.44533333333334,21.084000000000003
75.332,77.332,98.584,0.0,0.0,0.0,2,1,41.87466666666666,83.74933333333333,11.752000000000004
75.75,79.5,98.418,0.0,0.0,0.0,2,2,42.278,84.556,14.278
75.918,84.918,78.916,72.918,0.0,0.0,3,0,52.11166666666667,78.1675,18.916666666666668
77.0,87.168,86.498,91.832,0.0,0.0,3,1,57.083,85.6245,6.730500000000003
80.498,85.414,88.834,96.084,0.0,0.0,3,2,58.47166666666667,87.70750000000001,9.375999999999998
79.416,85.418,87.0,82.502,95.75,0.0,4,0,71.681,86.0172,14.562500000000004
85.752,81.168,88.0,82.584,98.082,0.0,4,1,72.59766666666667,87.1172,10.550000000000002
84.834,82.75,87.0,81.834,99.082,0.0,4,2,72.58333333333333,87.1,11.033600000000002
81.334,76.668,90.498,76.336,90.082,91.168,5,0,84.34766666666667,84.34766666666667,15.35
77.832,78.748,87.168,81.584,92.582,96.584,5,1,85.74966666666667,85.74966666666667,11.389666666666669
79.584,78.832,85.582,85.416,95.498,98.75,5,2,87.277,87.277,10.765000000000002
