task_1,task_2,task_3,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
72.774,0.0,0.0,0,0,24.258,72.774,0.0
82.518,0.0,0.0,0,1,27.506,82.518,-9.744
91.538,0.0,0.0,0,2,30.512666666666664,91.538,-9.019999999999996
92.446,0.0,0.0,0,3,30.81533333333333,92.446,-0.9080000000000013
94.288,0.0,0.0,0,4,31.429333333333332,94.288,-1.8419999999999987
82.24,77.398,0.0,1,0,53.21266666666666,79.81899999999999,12.048000000000002
77.23400000000001,91.69399999999999,0.0,1,1,56.309333333333335,84.464,1.3789999999999978
73.338,94.95,0.0,1,2,56.096000000000004,84.144,8.846999999999994
70.45599999999999,95.724,0.0,1,3,55.39333333333334,83.09,11.529000000000003
71.574,95.446,0.0,1,4,55.673333333333325,83.50999999999999,11.496000000000002
51.34000000000001,83.01599999999999,78.38,2,0,70.91199999999999,70.91199999999999,27.828
51.848,84.53399999999999,89.76,2,1,75.38066666666667,75.38066666666667,14.083333333333334
58.13199999999999,80.54400000000001,91.85799999999999,2,2,76.84466666666667,76.84466666666667,16.41266666666667
57.19199999999999,79.764,92.23400000000001,2,3,76.39666666666666,76.39666666666666,17.56
61.438,75.624,92.07000000000001,2,4,76.37733333333334,76.37733333333334,17.704666666666668
