task_1,task_2,task_3,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
72.774,0.0,0.0,0,0,24.258,72.774,0.0
83.74,0.0,0.0,0,1,27.91333333333333,83.74,-10.965999999999994
92.634,0.0,0.0,0,2,30.878,92.634,-8.894000000000005
95.344,0.0,0.0,0,3,31.781333333333333,95.344,-2.7099999999999937
96.606,0.0,0.0,0,4,32.202,96.606,-1.2620000000000005
74.732,80.932,0.0,1,0,51.888,77.832,21.873999999999995
72.296,92.872,0.0,1,1,55.056000000000004,82.584,6.184999999999995
67.38,95.13,0.0,1,2,54.169999999999995,81.255,13.484000000000002
67.432,96.65799999999999,0.0,1,3,54.69666666666666,82.04499999999999,13.823
67.71600000000001,96.74199999999999,0.0,1,4,54.81933333333333,82.229,14.402999999999992
62.30799999999999,86.28,74.588,2,0,74.392,74.392,22.379999999999995
56.028,84.148,86.56,2,1,75.57866666666666,75.57866666666666,13.733333333333327
59.251999999999995,83.884,87.31800000000001,2,2,76.818,76.818,16.48466666666666
57.426,82.69,88.512,2,3,76.20933333333333,76.20933333333333,17.346
56.081999999999994,74.8,92.282,2,4,74.38799999999999,74.38799999999999,19.56533333333333
