task_1,task_2,task_3,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
78.798,0.0,0.0,0,0,26.266000000000002,78.798,0.0
86.404,0.0,0.0,0,1,28.801333333333332,86.404,-7.6059999999999945
92.128,0.0,0.0,0,2,30.709333333333333,92.128,-5.724000000000004
92.868,0.0,0.0,0,3,30.956,92.868,-0.7399999999999949
93.8,0.0,0.0,0,4,31.266666666666666,93.8,-0.9320000000000022
78.28,90.46000000000001,0.0,1,0,56.24666666666667,84.37,15.519999999999996
74.572,92.32,0.0,1,1,55.63066666666666,83.446,8.684000000000005
75.158,93.188,0.0,1,2,56.11533333333333,84.173,8.886999999999993
76.736,92.408,0.0,1,3,56.38133333333334,84.572,8.921999999999997
76.736,93.08399999999999,0.0,1,4,56.60666666666666,84.91,8.584000000000003
51.038,74.86,80.586,2,0,68.82799999999999,68.82799999999999,30.545
49.678000000000004,76.466,87.31800000000001,2,1,71.15400000000001,71.15400000000001,18.03733333333333
50.312,76.66600000000001,87.396,2,2,71.45800000000001,71.45800000000001,19.977333333333334
53.45399999999999,77.002,87.728,2,3,72.728,72.728,18.733333333333338
52.564,76.838,88.07000000000001,2,4,72.49066666666666,72.49066666666666,19.08133333333333
