task_1,task_2,task_3,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
72.774,0.0,0.0,0,0,24.258,72.774,0.0
84.256,0.0,0.0,0,1,28.085333333333335,84.256,-11.482
85.874,0.0,0.0,0,2,28.624666666666666,85.874,-1.617999999999995
90.184,0.0,0.0,0,3,30.061333333333334,90.184,-4.310000000000002
93.096,0.0,0.0,0,4,31.032,93.096,-2.912000000000006
79.712,86.532,0.0,1,0,55.41466666666667,83.122,13.384
70.078,90.78999999999999,0.0,1,1,53.62266666666667,80.434,9.380000000000003
71.602,92.318,0.0,1,2,54.64000000000001,81.96000000000001,9.982999999999997
71.588,92.702,0.0,1,3,54.76333333333333,82.145,10.562000000000005
74.80799999999999,94.538,0.0,1,4,56.44866666666667,84.673,8.226000000000006
47.017999999999994,80.64200000000001,79.102,2,0,68.92066666666666,68.92066666666666,29.987
56.374,68.21600000000001,88.136,2,1,70.90866666666666,70.90866666666666,18.003333333333334
46.536,70.664,90.856,2,2,69.35199999999999,69.35199999999999,22.57133333333333
46.454,71.212,90.998,2,3,69.55466666666666,69.55466666666666,23.275333333333325
49.662,71.098,92.31,2,4,71.02333333333333,71.02333333333333,21.854
