task_1,task_2,task_3,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
82.478,0.0,0.0,0,0,27.492666666666665,82.478,0.0
82.152,0.0,0.0,0,1,27.384,82.152,0.3259999999999934
83.72200000000001,0.0,0.0,0,2,27.907333333333337,83.72200000000001,-1.244000000000014
92.898,0.0,0.0,0,3,30.965999999999998,92.898,-9.175999999999988
94.606,0.0,0.0,0,4,31.53533333333333,94.606,-1.7079999999999984
89.154,76.314,0.0,1,0,55.156,82.734,5.451999999999998
87.42,92.846,0.0,1,1,60.088666666666676,90.13300000000001,-4.673000000000009
89.738,93.08200000000001,0.0,1,2,60.94,91.41,2.3159999999999954
88.45599999999999,93.45599999999999,0.0,1,3,60.63733333333332,90.95599999999999,2.8880000000000123
89.174,93.58,0.0,1,4,60.918000000000006,91.37700000000001,2.6539999999999893
83.392,84.53999999999999,78.056,2,0,81.996,81.996,10.127000000000002
63.678,79.538,89.056,2,1,77.42399999999999,77.42399999999999,11.323333333333332
67.256,82.428,87.378,2,2,79.02066666666667,79.02066666666667,13.39333333333333
68.788,81.458,87.502,2,3,79.24933333333333,79.24933333333333,13.164666666666667
69.054,81.46799999999999,87.65,2,4,79.39066666666666,79.39066666666666,13.023333333333332
