task_1,task_2,task_3,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
97.338,0.0,0.0,0,0,32.446,97.338,0.0
98.024,0.0,0.0,0,1,32.67466666666667,98.024,-0.686000000000007
97.922,0.0,0.0,0,2,32.64066666666667,97.922,0.10200000000000387
96.852,0.0,0.0,0,3,32.284,96.852,1.171999999999997
96.824,0.0,0.0,0,4,32.27466666666667,96.824,1.2000000000000028
93.818,95.75399999999999,0.0,1,0,63.190666666666665,94.786,4.206000000000003
91.09200000000001,97.33,0.0,1,1,62.80733333333334,94.21100000000001,2.67799999999999
93.37,97.438,0.0,1,2,63.602666666666664,95.404,2.272999999999996
95.064,96.588,0.0,1,3,63.88399999999999,95.826,1.9050000000000082
94.63,96.732,0.0,1,4,63.78733333333333,95.681,2.0500000000000043
85.496,88.154,90.928,2,0,88.19266666666665,88.19266666666665,10.906000000000006
76.384,85.026,93.474,2,1,84.96133333333334,84.96133333333334,10.502
78.536,84.49,93.77000000000001,2,2,85.59866666666669,85.59866666666669,10.713333333333333
79.244,85.144,93.52000000000001,2,3,85.96933333333334,85.96933333333334,10.441333333333333
79.878,85.40799999999999,93.452,2,4,86.246,86.246,10.164666666666676
