task_1,task_2,task_3,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
97.338,0.0,0.0,0,0,32.446,97.338,0.0
98.024,0.0,0.0,0,1,32.67466666666667,98.024,-0.686000000000007
97.922,0.0,0.0,0,2,32.64066666666667,97.922,0.10200000000000387
96.852,0.0,0.0,0,3,32.284,96.852,1.171999999999997
96.824,0.0,0.0,0,4,32.27466666666667,96.824,1.2000000000000028
93.84,95.75399999999999,0.0,1,0,63.198,94.797,4.1839999999999975
91.07000000000001,97.372,0.0,1,1,62.814,94.221,2.667999999999992
93.452,97.47999999999999,0.0,1,2,63.644,95.466,2.2320000000000064
95.214,96.44200000000001,0.0,1,3,63.885333333333335,95.828,1.9239999999999924
94.756,96.554,0.0,1,4,63.77,95.655,2.096999999999994
78.7,84.712,88.976,2,0,84.12933333333334,84.12933333333334,16.045999999999992
71.816,86.934,92.126,2,1,83.62533333333333,83.62533333333333,11.201333333333329
73.90799999999999,86.74199999999999,93.362,2,2,84.67066666666666,84.67066666666666,11.206000000000008
77.03999999999999,88.25,93.08000000000001,2,3,86.12333333333333,86.12333333333333,10.165333333333328
77.74600000000001,88.48400000000001,93.53,2,4,86.58666666666666,86.58666666666666,9.70199999999999
