task_1,task_2,task_3,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
94.954,0.0,0.0,0,0,31.65133333333333,94.954,0.0
95.748,0.0,0.0,0,1,31.916,95.748,-0.7940000000000111
97.924,0.0,0.0,0,2,32.641333333333336,97.924,-2.176000000000002
98.188,0.0,0.0,0,3,32.72933333333334,98.188,-0.2639999999999958
97.952,0.0,0.0,0,4,32.650666666666666,97.952,0.2360000000000042
93.902,94.32000000000001,0.0,1,0,62.74066666666667,94.111,4.286000000000001
96.526,96.69200000000001,0.0,1,1,64.406,96.60900000000001,-0.3549999999999969
96.694,96.584,0.0,1,2,64.426,96.63900000000001,0.8010000000000019
96.792,97.22999999999999,0.0,1,3,64.67399999999999,97.011,0.42900000000000915
98.576,97.714,0.0,1,4,65.42999999999999,98.145,-0.43599999999999994
86.148,90.21600000000001,85.616,2,0,87.32666666666667,87.32666666666667,9.962999999999994
73.69800000000001,84.86800000000001,92.444,2,1,83.67000000000002,83.67000000000002,10.298666666666657
82.312,88.14,91.728,2,2,87.39333333333333,87.39333333333333,8.851333333333335
81.366,89.032,92.002,2,3,87.46666666666665,87.46666666666665,8.778
80.612,88.628,92.76599999999999,2,4,87.33533333333332,87.33533333333332,8.909333333333336
