task_1,task_2,task_3,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
82.478,0.0,0.0,0,0,27.492666666666665,82.478,0.0
82.152,0.0,0.0,0,1,27.384,82.152,0.3259999999999934
83.72200000000001,0.0,0.0,0,2,27.907333333333337,83.72200000000001,-1.244000000000014
92.898,0.0,0.0,0,3,30.965999999999998,92.898,-9.175999999999988
94.606,0.0,0.0,0,4,31.53533333333333,94.606,-1.7079999999999984
88.854,73.196,0.0,1,0,54.01666666666667,81.025,5.751999999999995
92.776,92.628,0.0,1,1,61.80133333333333,92.702,-8.801000000000002
92.58,93.636,0.0,1,2,62.072,93.108,0.5090000000000003
92.944,93.694,0.0,1,3,62.21266666666667,93.319,0.8019999999999925
93.076,94.848,0.0,1,4,62.64133333333333,93.96199999999999,0.1880000000000024
74.02000000000001,78.114,80.094,2,0,77.40933333333334,77.40933333333334,18.65999999999999
62.98199999999999,81.35799999999999,88.20599999999999,2,1,77.51533333333332,77.51533333333332,12.334000000000005
63.976,81.914,89.07000000000001,2,2,78.32,78.32,14.233333333333325
65.314,81.438,88.502,2,3,78.418,78.418,14.423333333333337
62.974000000000004,80.982,88.69000000000001,2,4,77.54866666666668,77.54866666666668,15.292666666666662
