run,task,cycle,task_1,task_2,task_3,task_4
0,0,0,99.78,0.0,0.0,0.0
0,1,0,75.72,96.95,0.0,0.0
0,2,0,88.63,64.14,94.33,0.0
0,3,0,65.01,74.77,88.89,97.8
1,0,0,99.66,0.0,0.0,0.0
1,1,0,93.81,94.56,0.0,0.0
1,2,0,94.71,49.21,99.34,0.0
1,3,0,86.61,62.7,89.75,92.15
2,0,0,99.56,0.0,0.0,0.0
2,1,0,92.67,94.92,0.0,0.0
2,2,0,88.01,83.75,97.97,0.0
2,3,0,59.49,74.83,94.58,96.04
3,0,0,96.5,0.0,0.0,0.0
3,1,0,90.18,99.67,0.0,0.0
3,2,0,65.35,98.13,96.51,0.0
3,3,0,54.18,77.51,85.46,97.78
4,0,0,98.88,0.0,0.0,0.0
4,1,0,76.38,97.47,0.0,0.0
4,2,0,92.13,78.13,91.81,0.0
4,3,0,89.43,71.32,71.54,96.02
