run,task,cycle,task_1,task_2,task_3,task_4
0,0,0,82.67,0.0,0.0,0.0
0,0,1,89.07,0.0,0.0,0.0
0,0,2,93.05,0.0,0.0,0.0
0,0,3,93.27,0.0,0.0,0.0
0,0,4,93.05,0.0,0.0,0.0
0,1,0,59.16,87.67,0.0,0.0
0,1,1,62.91,90.95,0.0,0.0
0,1,2,72.96,90.61,0.0,0.0
0,1,3,77.48,95.02,0.0,0.0
0,1,4,46.47,99.21,0.0,0.0
0,2,0,63.25,91.18,45.35,0.0
0,2,1,76.27,91.06,62.93,0.0
0,2,2,80.57,90.95,65.19,0.0
0,2,3,77.81,82.35,80.73,0.0
0,2,4,79.91,81.9,85.03,0.0
0,3,0,79.58,78.05,66.67,76.48
0,3,1,60.6,65.27,63.61,90.22
0,3,2,61.37,64.71,64.17,90.55
0,3,3,66.0,64.03,64.51,91.54
0,3,4,84.55,67.99,63.15,92.53
1,0,0,49.16,0.0,0.0,0.0
1,0,1,49.16,0.0,0.0,0.0
1,0,2,49.16,0.0,0.0,0.0
1,0,3,83.8,0.0,0.0,0.0
1,0,4,96.4,0.0,0.0,0.0
1,1,0,85.71,78.12,0.0,0.0
1,1,1,76.83,83.67,0.0,0.0
1,1,2,79.3,87.76,0.0,0.0
1,1,3,80.65,87.19,0.0,0.0
1,1,4,82.68,88.32,0.0,0.0
1,2,0,91.79,67.57,91.07,0.0
1,2,1,74.58,61.11,97.13,0.0
1,2,2,75.93,71.09,99.45,0.0
1,2,3,76.27,72.0,99.45,0.0
1,2,4,77.5,73.58,99.45,0.0
1,3,0,68.5,75.85,91.51,48.56
1,3,1,70.87,74.83,93.72,71.57
1,3,2,70.75,74.94,93.5,71.9
1,3,3,70.64,74.83,93.38,72.01
1,3,4,59.28,70.07,79.93,76.88
2,0,0,57.71,0.0,0.0,0.0
2,0,1,81.02,0.0,0.0,0.0
2,0,2,81.35,0.0,0.0,0.0
2,0,3,81.35,0.0,0.0,0.0
2,0,4,81.24,0.0,0.0,0.0
2,1,0,56.16,71.9,0.0,0.0
2,1,1,69.37,82.96,0.0,0.0
2,1,2,68.81,82.84,0.0,0.0
2,1,3,70.14,84.65,0.0,0.0
2,1,4,70.26,85.1,0.0,0.0
2,2,0,60.82,66.7,83.5,0.0
2,2,1,59.82,68.4,95.25,0.0
2,2,2,58.16,56.09,99.32,0.0
2,2,3,58.38,53.61,99.55,0.0
2,2,4,63.04,55.76,99.66,0.0
2,3,0,49.5,56.32,75.37,86.26
2,3,1,52.72,64.45,95.59,93.41
2,3,2,47.72,68.17,86.21,94.73
2,3,3,48.06,68.06,86.21,94.84
2,3,4,48.28,67.72,86.33,95.16
3,0,0,69.19,0.0,0.0,0.0
3,0,1,58.01,0.0,0.0,0.0
3,0,2,54.18,0.0,0.0,0.0
3,0,3,51.13,0.0,0.0,0.0
3,0,4,61.74,0.0,0.0,0.0
3,1,0,73.25,87.76,0.0,0.0
3,1,1,72.12,95.92,0.0,0.0
3,1,2,65.69,97.57,0.0,0.0
3,1,3,66.48,99.34,0.0,0.0
3,1,4,66.82,99.67,0.0,0.0
3,2,0,57.0,87.98,69.33,0.0
3,2,1,56.88,92.83,73.62,0.0
3,2,2,45.37,79.93,90.53,0.0
3,2,3,46.05,80.93,90.76,0.0
3,2,4,46.73,81.7,90.98,0.0
3,3,0,64.22,81.26,40.36,85.14
3,3,1,53.5,85.45,44.64,92.79
3,3,2,54.06,79.38,43.4,94.68
3,3,3,54.74,79.38,43.07,94.46
3,3,4,53.39,80.04,46.34,95.01
4,0,0,57.14,0.0,0.0,0.0
4,0,1,49.16,0.0,0.0,0.0
4,0,2,49.16,0.0,0.0,0.0
4,0,3,49.16,0.0,0.0,0.0
4,0,4,49.16,0.0,0.0,0.0
4,1,0,42.41,71.98,0.0,0.0
4,1,1,81.33,92.2,0.0,0.0
4,1,2,80.99,92.42,0.0,0.0
4,1,3,80.43,92.64,0.0,0.0
4,1,4,79.98,93.08,0.0,0.0
4,2,0,51.52,74.62,58.47,0.0
4,2,1,80.31,62.64,72.87,0.0
4,2,2,63.22,54.29,85.16,0.0
4,2,3,71.43,63.96,83.06,0.0
4,2,4,72.33,63.63,83.61,0.0
4,3,0,74.92,72.75,60.02,74.2
4,3,1,68.62,57.69,55.48,89.32
4,3,2,69.85,51.54,50.83,97.05
4,3,3,70.75,54.4,53.71,97.05
4,3,4,70.42,55.16,54.6,97.95
