run,task,cycle,task_1,task_2,task_3,task_4
0,0,0,50.11,0.0,0.0,0.0
0,0,1,50.11,0.0,0.0,0.0
0,1,0,15.23,84.95,0.0,0.0
0,1,1,22.52,91.86,0.0,0.0
0,2,0,20.2,81.11,29.25,0.0
0,2,1,31.68,82.01,55.78,0.0
0,3,0,35.32,82.47,36.62,66.59
0,3,1,50.22,77.94,51.7,83.74
1,0,0,50.51,0.0,0.0,0.0
1,0,1,49.16,0.0,0.0,0.0
1,1,0,0.11,49.09,0.0,0.0
1,1,1,86.16,78.12,0.0,0.0
1,2,0,84.36,40.48,83.24,0.0
1,2,1,85.83,47.62,98.46,0.0
1,3,0,76.94,54.65,76.41,43.47
1,3,1,73.12,59.64,67.03,72.46
2,0,0,77.14,0.0,0.0,0.0
2,0,1,65.48,0.0,0.0,0.0
2,1,0,36.29,72.8,0.0,0.0
2,1,1,75.14,84.09,0.0,0.0
2,2,0,57.71,50.34,83.16,0.0
2,2,1,68.92,61.63,92.32,0.0
2,3,0,61.6,53.05,90.51,78.24
2,3,1,58.05,68.28,88.93,88.79
3,0,0,87.58,0.0,0.0,0.0
3,0,1,87.25,0.0,0.0,0.0
3,1,0,77.77,94.71,0.0,0.0
3,1,1,78.33,97.57,0.0,0.0
3,2,0,70.99,95.04,46.0,0.0
3,2,1,55.87,94.05,80.38,0.0
3,3,0,72.01,86.44,40.25,81.37
3,3,1,65.01,87.1,40.14,87.47
4,0,0,49.16,0.0,0.0,0.0
4,0,1,49.16,0.0,0.0,0.0
4,1,0,2.25,52.42,0.0,0.0
4,1,1,74.47,79.78,0.0,0.0
4,2,0,58.38,47.25,69.99,0.0
4,2,1,60.63,51.1,73.09,0.0
4,3,0,71.2,57.8,46.62,76.93
4,3,1,62.2,58.13,40.53,93.41
