run,task,cycle,task_1,task_2,task_3,task_4
0,0,0,50.11,0.0,0.0,0.0
0,0,1,50.11,0.0,0.0,0.0
0,1,0,57.17,86.09,0.0,0.0
0,1,1,52.43,89.93,0.0,0.0
0,2,0,52.98,83.37,59.86,0.0
0,2,1,51.21,80.2,81.29,0.0
0,3,0,48.9,68.21,57.82,82.64
0,3,1,49.45,69.46,61.0,82.09
1,0,0,50.51,0.0,0.0,0.0
1,0,1,49.16,0.0,0.0,0.0
1,1,0,33.52,66.21,0.0,0.0
1,1,1,16.31,75.74,0.0,0.0
1,2,0,83.8,62.47,91.4,0.0
1,2,1,83.24,64.4,94.27,0.0
1,3,0,81.66,58.39,87.43,48.01
1,3,1,74.92,49.66,47.74,51.11
2,0,0,77.14,0.0,0.0,0.0
2,0,1,71.92,0.0,0.0,0.0
2,1,0,55.94,83.97,0.0,0.0
2,1,1,66.81,86.12,0.0,0.0
2,2,0,82.57,74.04,90.73,0.0
2,2,1,84.02,73.36,94.92,0.0
2,3,0,71.81,58.47,85.65,80.66
2,3,1,68.48,67.38,82.26,88.79
3,0,0,87.58,0.0,0.0,0.0
3,0,1,86.57,0.0,0.0,0.0
3,1,0,78.1,93.27,0.0,0.0
3,1,1,67.61,99.89,0.0,0.0
3,2,0,66.03,98.13,57.05,0.0
3,2,1,58.13,93.83,83.09,0.0
3,3,0,69.53,89.64,50.85,89.25
3,3,1,68.96,91.73,47.8,94.12
4,0,0,49.16,0.0,0.0,0.0
4,0,1,49.16,0.0,0.0,0.0
4,1,0,0.79,79.89,0.0,0.0
4,1,1,57.03,92.42,0.0,0.0
4,2,0,33.63,57.69,30.9,0.0
4,2,1,51.18,80.55,64.45,0.0
4,3,0,62.99,63.08,28.46,79.66
4,3,1,65.02,58.79,31.34,91.59
