run,task,cycle,task_1,task_2,task_3,task_4
0,0,0,50.11,0.0,0.0,0.0
0,0,1,50.11,0.0,0.0,0.0
0,0,2,86.75,0.0,0.0,0.0
0,0,3,97.13,0.0,0.0,0.0
0,0,4,99.67,0.0,0.0,0.0
0,1,0,54.3,90.5,0.0,0.0
0,1,1,51.99,92.65,0.0,0.0
0,1,2,47.9,98.98,0.0,0.0
0,1,3,48.9,98.87,0.0,0.0
0,1,4,49.45,99.43,0.0,0.0
0,2,0,49.56,87.67,50.23,0.0
0,2,1,51.66,81.79,67.69,0.0
0,2,2,56.18,78.62,86.73,0.0
0,2,3,55.08,78.62,86.17,0.0
0,2,4,54.97,78.51,86.51,0.0
0,3,0,49.56,74.66,72.11,73.41
0,3,1,50.0,63.35,60.77,90.66
0,3,2,50.22,66.4,63.27,93.74
0,3,3,48.34,69.0,59.86,94.07
0,3,4,49.23,65.5,67.91,96.37
1,0,0,50.51,0.0,0.0,0.0
1,0,1,49.16,0.0,0.0,0.0
1,0,2,49.16,0.0,0.0,0.0
1,0,3,88.08,0.0,0.0,0.0
1,0,4,91.56,0.0,0.0,0.0
1,1,0,87.96,20.63,0.0,0.0
1,1,1,80.88,74.94,0.0,0.0
1,1,2,79.75,87.3,0.0,0.0
1,1,3,82.23,91.38,0.0,0.0
1,1,4,81.78,91.84,0.0,0.0
1,2,0,86.28,53.17,94.6,0.0
1,2,1,67.83,35.71,99.78,0.0
1,2,2,72.55,49.43,99.89,0.0
1,2,3,73.68,54.88,99.78,0.0
1,2,4,74.35,56.01,99.78,0.0
1,3,0,87.18,58.84,66.15,50.33
1,3,1,80.43,64.74,78.83,72.01
1,3,2,75.93,51.93,73.54,76.11
1,3,3,75.48,52.04,72.66,76.55
1,3,4,81.66,44.44,86.99,85.4
2,0,0,77.14,0.0,0.0,0.0
2,0,1,71.92,0.0,0.0,0.0
2,0,2,76.14,0.0,0.0,0.0
2,0,3,88.01,0.0,0.0,0.0
2,0,4,87.57,0.0,0.0,0.0
2,1,0,80.58,80.7,0.0,0.0
2,1,1,83.91,87.25,0.0,0.0
2,1,2,77.14,87.81,0.0,0.0
2,1,3,75.8,88.04,0.0,0.0
2,1,4,74.25,88.26,0.0,0.0
2,2,0,80.69,68.4,86.21,0.0
2,2,1,79.25,55.87,94.46,0.0
2,2,2,82.8,71.44,95.37,0.0
2,2,3,77.25,61.51,98.87,0.0
2,2,4,79.69,66.59,99.1,0.0
2,3,0,67.7,74.72,84.86,78.9
2,3,1,62.15,76.3,88.14,89.67
2,3,2,61.49,76.41,88.59,90.0
2,3,3,60.82,76.07,88.81,90.22
2,3,4,60.27,75.96,88.81,90.0
3,0,0,87.58,0.0,0.0,0.0
3,0,1,86.57,0.0,0.0,0.0
3,0,2,88.15,0.0,0.0,0.0
3,0,3,88.26,0.0,0.0,0.0
3,0,4,91.08,0.0,0.0,0.0
3,1,0,71.44,93.27,0.0,0.0
3,1,1,60.27,99.89,0.0,0.0
3,1,2,61.51,99.89,0.0,0.0
3,1,3,65.24,99.89,0.0,0.0
3,1,4,65.91,99.89,0.0,0.0
3,2,0,63.09,95.37,71.03,0.0
3,2,1,46.5,86.0,88.28,0.0
3,2,2,53.16,92.28,91.43,0.0
3,2,3,58.8,92.94,92.78,0.0
3,2,4,53.39,87.87,94.81,0.0
3,3,0,77.99,84.56,49.72,80.6
3,3,1,66.7,69.13,58.51,93.35
3,3,2,61.51,65.38,55.47,97.78
3,3,3,64.22,63.4,55.24,98.45
3,3,4,66.48,72.22,63.02,98.34
4,0,0,49.16,0.0,0.0,0.0
4,0,1,49.16,0.0,0.0,0.0
4,0,2,49.16,0.0,0.0,0.0
4,0,3,49.16,0.0,0.0,0.0
4,0,4,49.16,0.0,0.0,0.0
4,1,0,19.12,80.88,0.0,0.0
4,1,1,40.94,88.46,0.0,0.0
4,1,2,62.99,96.59,0.0,0.0
4,1,3,65.35,97.8,0.0,0.0
4,1,4,65.58,97.8,0.0,0.0
4,2,0,41.51,70.66,69.55,0.0
4,2,1,78.52,68.68,75.3,0.0
4,2,2,76.49,69.67,78.74,0.0
4,2,3,73.79,68.46,84.61,0.0
4,2,4,74.13,68.24,84.72,0.0
4,3,0,72.22,70.33,59.58,71.93
4,3,1,72.78,67.58,53.38,87.5
4,3,2,73.12,69.56,49.5,95.23
4,3,3,72.44,69.67,49.17,95.45
4,3,4,71.43,71.43,47.84,95.68
