run,task,cycle,task_1,task_2,task_3,task_4
0,0,0,83.65,0.0,0.0,0.0
0,0,1,92.78,0.0,0.0,0.0
0,0,2,85.71,0.0,0.0,0.0
0,0,3,88.07,0.0,0.0,0.0
0,0,4,92.78,0.0,0.0,0.0
0,1,0,74.23,58.76,0.0,0.0
0,1,1,65.83,81.12,0.0,0.0
0,1,2,75.85,91.8,0.0,0.0
0,1,3,87.04,93.6,0.0,0.0
0,1,4,86.16,93.71,0.0,0.0
0,2,0,58.91,86.74,48.07,0.0
0,2,1,73.2,85.84,65.76,0.0
0,2,2,74.96,85.73,71.32,0.0
0,2,3,78.06,88.88,71.66,0.0
0,2,4,69.37,83.37,85.15,0.0
0,3,0,71.72,80.79,61.11,63.9
0,3,1,64.65,67.53,59.07,68.88
0,3,2,60.97,72.58,78.46,83.83
0,3,3,65.39,73.26,74.04,85.6
0,3,4,65.54,73.03,73.92,85.71
1,0,0,49.25,0.0,0.0,0.0
1,0,1,90.39,0.0,0.0,0.0
1,0,2,95.95,0.0,0.0,0.0
1,0,3,96.4,0.0,0.0,0.0
1,0,4,96.1,0.0,0.0,0.0
1,1,0,80.48,47.62,0.0,0.0
1,1,1,85.59,71.83,0.0,0.0
1,1,2,85.59,73.42,0.0,0.0
1,1,3,84.98,75.9,0.0,0.0
1,1,4,84.68,76.36,0.0,0.0
1,2,0,68.62,60.07,78.58,0.0
1,2,1,65.17,67.65,91.12,0.0
1,2,2,64.86,67.87,90.9,0.0
1,2,3,66.37,71.95,92.23,0.0
1,2,4,65.77,71.83,92.12,0.0
1,3,0,66.97,63.46,86.68,50.94
1,3,1,63.21,62.67,89.01,76.13
1,3,2,62.01,62.44,90.34,80.66
1,3,3,58.41,54.19,87.24,89.06
1,3,4,58.56,53.05,87.24,89.94
2,0,0,81.63,0.0,0.0,0.0
2,0,1,80.89,0.0,0.0,0.0
2,0,2,81.33,0.0,0.0,0.0
2,0,3,81.33,0.0,0.0,0.0
2,0,4,81.33,0.0,0.0,0.0
2,1,0,81.33,72.47,0.0,0.0
2,1,1,82.81,77.42,0.0,0.0
2,1,2,74.96,83.82,0.0,0.0
2,1,3,75.11,84.16,0.0,0.0
2,1,4,75.7,84.38,0.0,0.0
2,2,0,73.93,62.92,46.55,0.0
2,2,1,70.37,54.49,81.36,0.0
2,2,2,77.48,77.19,78.42,0.0
2,2,3,83.26,72.36,88.7,0.0
2,2,4,78.96,72.02,92.99,0.0
2,3,0,64.3,62.92,86.33,83.3
2,3,1,64.74,64.38,88.14,84.85
2,3,2,65.04,65.39,88.93,84.85
2,3,3,64.3,67.53,89.83,85.84
2,3,4,64.0,67.98,90.28,86.06
3,0,0,66.72,0.0,0.0,0.0
3,0,1,75.6,0.0,0.0,0.0
3,0,2,79.52,0.0,0.0,0.0
3,0,3,77.86,0.0,0.0,0.0
3,0,4,84.79,0.0,0.0,0.0
3,1,0,65.06,34.7,0.0,0.0
3,1,1,60.99,86.59,0.0,0.0
3,1,2,60.84,87.03,0.0,0.0
3,1,3,72.14,90.35,0.0,0.0
3,1,4,79.52,93.02,0.0,0.0
3,2,0,58.89,78.27,67.04,0.0
3,2,1,48.64,64.97,70.63,0.0
3,2,2,52.56,74.5,79.04,0.0
3,2,3,55.12,74.83,84.64,0.0
3,2,4,42.47,76.94,91.03,0.0
3,3,0,39.31,66.41,61.1,65.81
3,3,1,40.51,56.87,65.47,86.75
3,3,2,50.45,58.09,71.19,89.98
3,3,3,25.15,44.9,79.48,94.32
3,3,4,28.01,47.23,79.48,95.32
4,0,0,50.3,0.0,0.0,0.0
4,0,1,50.3,0.0,0.0,0.0
4,0,2,50.3,0.0,0.0,0.0
4,0,3,50.3,0.0,0.0,0.0
4,0,4,50.3,0.0,0.0,0.0
4,1,0,81.83,70.39,0.0,0.0
4,1,1,88.29,86.96,0.0,0.0
4,1,2,88.14,86.96,0.0,0.0
4,1,3,87.24,90.28,0.0,0.0
4,1,4,87.99,90.06,0.0,0.0
4,2,0,84.23,80.99,67.73,0.0
4,2,1,69.97,73.15,74.92,0.0
4,2,2,70.27,79.89,80.55,0.0
4,2,3,73.57,84.31,82.87,0.0
4,2,4,73.42,84.64,83.31,0.0
4,3,0,64.86,73.7,65.08,56.32
4,3,1,66.07,77.79,69.83,72.8
4,3,2,64.26,79.23,79.45,79.01
4,3,3,68.02,76.69,76.46,84.2
4,3,4,68.32,72.38,73.26,86.57
