run,task,cycle,task_1,task_2,task_3,task_4
0,0,0,50.11,0.0,0.0,0.0
0,0,1,50.11,0.0,0.0,0.0
0,0,2,86.75,0.0,0.0,0.0
0,0,3,97.13,0.0,0.0,0.0
0,0,4,99.67,0.0,0.0,0.0
0,0,5,99.67,0.0,0.0,0.0
0,0,6,99.12,0.0,0.0,0.0
0,0,7,98.57,0.0,0.0,0.0
0,0,8,98.23,0.0,0.0,0.0
0,0,9,97.46,0.0,0.0,0.0
0,1,0,58.28,89.14,0.0,0.0
0,1,1,55.85,93.21,0.0,0.0
0,1,2,51.66,97.4,0.0,0.0
0,1,3,52.1,98.3,0.0,0.0
0,1,4,48.23,97.96,0.0,0.0
0,1,5,49.01,98.53,0.0,0.0
0,1,6,52.76,99.32,0.0,0.0
0,1,7,53.75,99.43,0.0,0.0
0,1,8,53.97,99.43,0.0,0.0
0,1,9,53.97,99.43,0.0,0.0
0,2,0,54.97,84.28,61.45,0.0
0,2,1,51.1,82.58,78.68,0.0
0,2,2,51.88,81.11,81.41,0.0
0,2,3,50.11,73.98,85.37,0.0
0,2,4,52.87,69.0,89.46,0.0
0,2,5,49.89,67.31,90.82,0.0
0,2,6,49.12,68.67,92.52,0.0
0,2,7,49.12,68.67,92.74,0.0
0,2,8,49.56,68.78,92.86,0.0
0,2,9,49.45,69.12,92.86,0.0
0,3,0,50.77,80.09,74.38,74.29
0,3,1,49.45,64.03,79.82,90.66
0,3,2,48.9,79.3,73.02,95.38
0,3,3,49.23,75.57,73.02,96.15
0,3,4,50.0,76.24,73.36,96.92
0,3,5,49.67,76.81,73.24,97.14
0,3,6,48.68,76.24,73.36,97.47
0,3,7,48.68,76.24,73.47,97.36
0,3,8,48.9,76.13,74.83,97.91
0,3,9,48.9,76.24,75.06,97.91
1,0,0,50.51,0.0,0.0,0.0
1,0,1,49.16,0.0,0.0,0.0
1,0,2,49.16,0.0,0.0,0.0
1,0,3,88.08,0.0,0.0,0.0
1,0,4,91.56,0.0,0.0,0.0
1,0,5,94.49,0.0,0.0,0.0
1,0,6,97.64,0.0,0.0,0.0
1,0,7,97.41,0.0,0.0,0.0
1,0,8,97.75,0.0,0.0,0.0
1,0,9,97.86,0.0,0.0,0.0
1,1,0,87.4,63.49,0.0,0.0
1,1,1,87.63,63.49,0.0,0.0
1,1,2,69.18,71.32,0.0,0.0
1,1,3,68.73,85.71,0.0,0.0
1,1,4,86.61,83.79,0.0,0.0
1,1,5,87.06,86.17,0.0,0.0
1,1,6,82.79,89.34,0.0,0.0
1,1,7,81.89,94.22,0.0,0.0
1,1,8,81.66,94.22,0.0,0.0
1,1,9,81.55,94.33,0.0,0.0
1,2,0,84.03,63.61,92.83,0.0
1,2,1,85.38,63.38,98.24,0.0
1,2,2,87.06,60.43,99.23,0.0
1,2,3,86.5,66.33,99.23,0.0
1,2,4,88.64,63.61,99.56,0.0
1,2,5,82.56,66.55,99.34,0.0
1,2,6,84.59,65.99,99.45,0.0
1,2,7,84.81,65.76,99.56,0.0
1,2,8,85.38,65.76,99.56,0.0
1,2,9,85.38,65.99,99.56,0.0
1,3,0,79.42,62.13,77.84,55.75
1,3,1,70.19,47.28,56.23,81.64
1,3,2,79.08,63.49,74.09,76.66
1,3,3,79.98,65.42,71.0,81.19
1,3,4,79.75,66.55,80.6,82.41
1,3,5,79.64,67.91,80.37,87.17
1,3,6,79.19,68.25,80.6,87.39
1,3,7,77.95,60.43,80.04,89.71
1,3,8,77.95,63.38,80.26,91.04
1,3,9,77.84,63.49,81.26,90.71
2,0,0,77.14,0.0,0.0,0.0
2,0,1,71.92,0.0,0.0,0.0
2,0,2,76.14,0.0,0.0,0.0
2,0,3,88.01,0.0,0.0,0.0
2,0,4,87.57,0.0,0.0,0.0
2,0,5,88.9,0.0,0.0,0.0
2,0,6,88.46,0.0,0.0,0.0
2,0,7,87.46,0.0,0.0,0.0
2,0,8,85.79,0.0,0.0,0.0
2,0,9,85.02,0.0,0.0,0.0
2,1,0,53.16,76.64,0.0,0.0
2,1,1,91.12,84.09,0.0,0.0
2,1,2,85.24,86.23,0.0,0.0
2,1,3,85.9,85.89,0.0,0.0
2,1,4,55.94,90.41,0.0,0.0
2,1,5,61.71,92.33,0.0,0.0
2,1,6,62.71,93.12,0.0,0.0
2,1,7,70.59,93.91,0.0,0.0
2,1,8,71.48,93.57,0.0,0.0
2,1,9,73.25,94.13,0.0,0.0
2,2,0,75.47,75.85,89.49,0.0
2,2,1,81.13,75.17,96.95,0.0
2,2,2,82.46,72.46,98.98,0.0
2,2,3,80.13,74.38,99.32,0.0
2,2,4,80.36,73.93,99.32,0.0
2,2,5,80.58,73.81,99.32,0.0
2,2,6,81.13,73.81,99.44,0.0
2,2,7,81.13,73.7,99.44,0.0
2,2,8,81.13,73.7,99.44,0.0
2,2,9,81.58,73.59,99.44,0.0
2,3,0,68.48,70.54,96.61,79.56
2,3,1,58.49,62.19,96.05,90.66
2,3,2,58.49,69.19,94.69,94.07
2,3,3,58.05,69.19,94.8,94.29
2,3,4,58.05,68.85,94.8,94.07
2,3,5,59.16,70.2,95.25,95.93
2,3,6,58.6,70.09,94.92,95.82
