task_1,task_2,task_3,task_4,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
80.116,0.0,0.0,0.0,0,0,20.029,80.116,0.0
76.17999999999999,88.252,0.0,0.0,1,0,41.108,82.216,3.936000000000007
78.702,76.84200000000001,79.788,0.0,2,0,58.833,78.444,6.411999999999992
70.58,63.164,59.864,81.366,3,0,68.7435,68.7435,18.182666666666666
