run,task,cycle,task_1,task_2,task_3,task_4,task_5,task_6
0,0,0,60.74,0.0,0.0,0.0,0.0,0.0
0,0,1,60.15,0.0,0.0,0.0,0.0,0.0
0,0,2,61.63,0.0,0.0,0.0,0.0,0.0
0,0,3,86.81,0.0,0.0,0.0,0.0,0.0
0,0,4,89.48,0.0,0.0,0.0,0.0,0.0
0,1,0,82.67,53.97,0.0,0.0,0.0,0.0
0,1,1,83.7,63.38,0.0,0.0,0.0,0.0
0,1,2,82.22,65.88,0.0,0.0,0.0,0.0
0,1,3,78.22,69.56,0.0,0.0,0.0,0.0
0,1,4,84.15,69.26,0.0,0.0,0.0,0.0
0,2,0,62.07,32.5,73.55,0.0,0.0,0.0
0,2,1,74.81,26.62,88.38,0.0,0.0,0.0
0,2,2,75.41,28.24,84.71,0.0,0.0,0.0
0,2,3,76.0,32.79,80.43,0.0,0.0,0.0
0,2,4,76.15,27.35,91.74,0.0,0.0,0.0
0,3,0,72.0,42.06,62.84,35.82,0.0,0.0
0,3,1,75.41,31.32,62.84,64.63,0.0,0.0
0,3,2,72.89,27.94,64.83,75.37,0.0,0.0
0,3,3,69.33,26.76,63.61,78.81,0.0,0.0
0,3,4,71.56,26.91,63.76,80.15,0.0,0.0
0,4,0,62.96,36.03,64.53,53.13,48.42,0.0
0,4,1,57.78,36.76,61.62,52.09,63.5,0.0
0,4,2,54.22,29.12,66.67,44.33,76.17,0.0
0,4,3,54.96,29.41,66.36,44.93,74.21,0.0
0,4,4,55.85,27.21,63.15,44.33,84.46,0.0
0,5,0,61.93,29.26,57.95,31.79,53.24,33.83
0,5,1,63.41,19.41,57.19,30.0,47.81,52.99
0,5,2,62.22,20.74,57.8,29.85,52.64,63.47
0,5,3,60.0,18.53,56.42,30.45,50.38,71.71
0,5,4,68.59,21.47,59.63,28.06,42.68,80.24
1,0,0,56.1,0.0,0.0,0.0,0.0,0.0
1,0,1,55.96,0.0,0.0,0.0,0.0,0.0
1,0,2,57.12,0.0,0.0,0.0,0.0,0.0
1,0,3,59.45,0.0,0.0,0.0,0.0,0.0
1,0,4,60.17,0.0,0.0,0.0,0.0,0.0
1,1,0,21.51,81.7,0.0,0.0,0.0,0.0
1,1,1,17.88,78.48,0.0,0.0,0.0,0.0
1,1,2,29.8,80.53,0.0,0.0,0.0,0.0
1,1,3,31.1,90.78,0.0,0.0,0.0,0.0
1,1,4,34.01,90.48,0.0,0.0,0.0,0.0
1,2,0,41.57,75.84,10.84,0.0,0.0,0.0
1,2,1,35.47,65.89,45.34,0.0,0.0,0.0
1,2,2,26.02,68.81,52.06,0.0,0.0,0.0
1,2,3,27.91,69.69,50.23,0.0,0.0,0.0
1,2,4,30.38,62.81,64.12,0.0,0.0,0.0
1,3,0,39.83,58.27,26.72,45.34,0.0,0.0
1,3,1,24.85,53.44,19.85,66.03,0.0,0.0
1,3,2,33.58,47.14,20.15,75.66,0.0,0.0
1,3,3,25.15,46.85,19.08,77.41,0.0,0.0
1,3,4,32.27,49.63,19.85,81.49,0.0,0.0
1,4,0,24.85,52.86,25.8,61.81,19.94,0.0
1,4,1,16.72,55.78,19.54,47.23,54.61,0.0
1,4,2,26.02,54.03,20.76,51.9,63.54,0.0
1,4,3,23.55,55.93,22.14,48.4,63.54,0.0
1,4,4,22.24,55.64,21.53,47.08,64.88,0.0
1,5,0,22.38,44.51,19.85,41.69,40.77,41.64
1,5,1,24.85,37.04,21.98,38.92,26.93,63.98
1,5,2,24.85,32.65,16.34,43.0,26.93,78.72
1,5,3,26.89,31.63,21.37,41.84,24.7,82.67
1,5,4,26.6,30.45,21.68,42.71,24.55,82.22
2,0,0,56.85,0.0,0.0,0.0,0.0,0.0
2,0,1,57.14,0.0,0.0,0.0,0.0,0.0
2,0,2,55.08,0.0,0.0,0.0,0.0,0.0
2,0,3,53.46,0.0,0.0,0.0,0.0,0.0
2,0,4,53.46,0.0,0.0,0.0,0.0,0.0
2,1,0,13.25,70.5,0.0,0.0,0.0,0.0
2,1,1,10.46,81.71,0.0,0.0,0.0,0.0
2,1,2,10.16,83.92,0.0,0.0,0.0,0.0
2,1,3,9.57,82.74,0.0,0.0,0.0,0.0
2,1,4,18.41,86.87,0.0,0.0,0.0,0.0
