run,task,cycle,task_1,task_2,task_3,task_4,task_5,task_6
0,0,0,61.33,0.0,0.0,0.0,0.0,0.0
0,0,1,64.0,0.0,0.0,0.0,0.0,0.0
0,0,2,64.3,0.0,0.0,0.0,0.0,0.0
0,0,3,64.15,0.0,0.0,0.0,0.0,0.0
0,0,4,64.15,0.0,0.0,0.0,0.0,0.0
0,0,5,63.41,0.0,0.0,0.0,0.0,0.0
0,0,6,62.22,0.0,0.0,0.0,0.0,0.0
0,1,0,44.0,53.53,0.0,0.0,0.0,0.0
0,1,1,54.67,66.47,0.0,0.0,0.0,0.0
0,1,2,54.37,66.03,0.0,0.0,0.0,0.0
0,1,3,54.07,66.76,0.0,0.0,0.0,0.0
0,1,4,53.78,67.06,0.0,0.0,0.0,0.0
0,1,5,53.78,67.65,0.0,0.0,0.0,0.0
0,1,6,55.7,71.62,0.0,0.0,0.0,0.0
0,2,0,53.78,54.12,67.13,0.0,0.0,0.0
0,2,1,46.37,30.88,83.79,0.0,0.0,0.0
0,2,2,47.85,29.12,84.4,0.0,0.0,0.0
0,2,3,48.15,27.06,84.4,0.0,0.0,0.0
0,2,4,48.0,27.35,84.25,0.0,0.0,0.0
0,2,5,48.3,27.5,84.25,0.0,0.0,0.0
0,2,6,48.3,28.09,84.25,0.0,0.0,0.0
0,3,0,57.33,45.44,66.21,16.57,0.0,0.0
0,3,1,58.81,51.32,55.66,15.82,0.0,0.0
0,3,2,66.22,46.03,64.22,12.09,0.0,0.0
0,3,3,66.22,45.74,63.61,15.37,0.0,0.0
0,3,4,65.48,45.74,62.84,15.82,0.0,0.0
0,3,5,62.67,47.06,55.5,17.46,0.0,0.0
0,3,6,62.96,47.5,54.89,17.31,0.0,0.0
0,4,0,65.04,32.65,61.62,14.18,37.1,0.0
0,4,1,59.56,27.79,56.57,9.85,47.81,0.0
0,4,2,59.7,27.94,56.42,10.3,47.81,0.0
0,4,3,60.3,27.94,56.57,10.0,47.81,0.0
0,4,4,60.59,28.24,56.73,10.15,47.66,0.0
0,4,5,60.74,28.24,56.73,10.3,47.66,0.0
0,4,6,61.04,28.38,56.73,10.3,47.66,0.0
0,5,0,68.0,31.91,63.76,12.54,32.28,10.03
