run,task,cycle,task_1,task_2,task_3,task_4,task_5,task_6
0,0,0,61.33,0.0,0.0,0.0,0.0,0.0
0,0,1,64.0,0.0,0.0,0.0,0.0,0.0
0,0,2,64.3,0.0,0.0,0.0,0.0,0.0
0,0,3,64.15,0.0,0.0,0.0,0.0,0.0
0,0,4,64.15,0.0,0.0,0.0,0.0,0.0
0,0,5,63.41,0.0,0.0,0.0,0.0,0.0
0,0,6,62.22,0.0,0.0,0.0,0.0,0.0
0,1,0,44.0,53.53,0.0,0.0,0.0,0.0
0,1,1,54.67,64.85,0.0,0.0,0.0,0.0
0,1,2,54.07,64.71,0.0,0.0,0.0,0.0
0,1,3,58.96,67.94,0.0,0.0,0.0,0.0
0,1,4,61.19,71.47,0.0,0.0,0.0,0.0
0,1,5,61.19,71.76,0.0,0.0,0.0,0.0
0,1,6,61.33,71.91,0.0,0.0,0.0,0.0
0,2,0,55.85,43.97,72.02,0.0,0.0,0.0
0,2,1,57.19,29.85,85.02,0.0,0.0,0.0
0,2,2,57.33,29.71,85.17,0.0,0.0,0.0
0,2,3,57.93,29.56,84.4,0.0,0.0,0.0
0,2,4,57.93,29.56,84.25,0.0,0.0,0.0
0,2,5,58.81,29.41,84.25,0.0,0.0,0.0
0,2,6,59.26,29.41,84.25,0.0,0.0,0.0
0,3,0,69.48,53.68,63.76,34.93,0.0,0.0
0,3,1,67.41,46.76,58.72,47.76,0.0,0.0
0,3,2,64.59,39.26,68.04,61.04,0.0,0.0
0,3,3,64.3,35.29,68.04,61.64,0.0,0.0
0,3,4,64.59,35.74,67.89,61.04,0.0,0.0
0,3,5,64.44,36.18,67.58,61.04,0.0,0.0
0,3,6,64.89,36.62,67.43,60.75,0.0,0.0
0,4,0,63.41,36.18,74.92,23.73,36.5,0.0
0,4,1,59.41,30.29,68.35,21.49,54.0,0.0
0,4,2,68.15,31.76,64.22,7.31,68.17,0.0
0,4,3,66.52,29.71,64.83,10.0,71.34,0.0
0,4,4,66.37,31.18,64.68,9.85,69.38,0.0
0,4,5,66.81,29.41,64.07,8.51,68.93,0.0
0,4,6,68.59,29.26,63.76,7.91,68.48,0.0
0,5,0,73.33,27.79,72.94,29.4,46.91,25.0
