run,task,cycle,task_1,task_2,task_3,task_4,task_5,task_6
0,0,0,71.41,0.0,0.0,0.0,0.0,0.0
0,0,1,70.96,0.0,0.0,0.0,0.0,0.0
0,0,2,78.22,0.0,0.0,0.0,0.0,0.0
0,0,3,78.52,0.0,0.0,0.0,0.0,0.0
0,0,4,78.37,0.0,0.0,0.0,0.0,0.0
0,1,0,71.85,69.41,0.0,0.0,0.0,0.0
0,1,1,78.22,69.56,0.0,0.0,0.0,0.0
0,1,2,75.11,76.18,0.0,0.0,0.0,0.0
0,1,3,77.48,73.53,0.0,0.0,0.0,0.0
0,1,4,77.19,73.38,0.0,0.0,0.0,0.0
0,2,0,77.48,24.56,84.1,0.0,0.0,0.0
0,2,1,76.3,27.21,94.19,0.0,0.0,0.0
0,2,2,75.11,23.53,94.34,0.0,0.0,0.0
0,2,3,77.04,25.0,94.04,0.0,0.0,0.0
0,2,4,75.7,23.68,92.66,0.0,0.0,0.0
0,3,0,78.37,33.53,62.84,67.76,0.0,0.0
0,3,1,80.59,18.38,54.13,79.85,0.0,0.0
0,3,2,79.56,20.0,53.36,81.49,0.0,0.0
0,3,3,79.41,18.09,52.91,81.94,0.0,0.0
0,3,4,79.7,19.56,53.82,80.9,0.0,0.0
0,4,0,61.63,24.85,55.5,41.04,71.34,0.0
0,4,1,56.59,27.79,61.31,33.58,82.65,0.0
0,4,2,56.89,27.65,61.62,31.64,82.5,0.0
0,4,3,58.22,28.09,60.55,29.1,83.41,0.0
0,4,4,57.93,27.65,61.62,33.13,84.31,0.0
0,5,0,74.67,27.06,54.43,16.87,46.0,52.84
0,5,1,75.7,20.0,60.24,16.57,49.77,61.98
0,5,2,75.26,16.62,59.94,15.07,48.27,65.72
0,5,3,75.41,16.76,59.33,15.52,48.42,66.47
0,5,4,76.59,16.91,58.72,15.37,46.46,64.82
1,0,0,66.28,0.0,0.0,0.0,0.0,0.0
1,0,1,65.26,0.0,0.0,0.0,0.0,0.0
1,0,2,64.68,0.0,0.0,0.0,0.0,0.0
1,0,3,66.13,0.0,0.0,0.0,0.0,0.0
1,0,4,65.41,0.0,0.0,0.0,0.0,0.0
1,1,0,25.87,81.26,0.0,0.0,0.0,0.0
1,1,1,25.0,78.77,0.0,0.0,0.0,0.0
1,1,2,25.0,74.67,0.0,0.0,0.0,0.0
1,1,3,44.48,78.33,0.0,0.0,0.0,0.0
1,1,4,34.45,89.46,0.0,0.0,0.0,0.0
1,2,0,43.46,56.95,51.76,0.0,0.0,0.0
1,2,1,37.21,52.12,66.72,0.0,0.0,0.0
1,2,2,38.66,52.12,70.99,0.0,0.0,0.0
1,2,3,39.1,52.42,70.99,0.0,0.0,0.0
1,2,4,37.79,53.0,70.38,0.0,0.0,0.0
1,3,0,45.06,57.25,23.82,61.52,0.0,0.0
1,3,1,28.2,50.51,25.65,79.15,0.0,0.0
1,3,2,30.09,51.24,28.09,80.76,0.0,0.0
1,3,3,31.1,54.61,26.56,81.34,0.0,0.0
1,3,4,31.4,54.17,25.95,81.49,0.0,0.0
1,4,0,17.15,59.59,22.14,48.25,59.97,0.0
1,4,1,22.24,55.2,13.59,44.9,57.44,0.0
1,4,2,16.86,56.08,14.66,46.94,64.58,0.0
1,4,3,18.17,55.78,14.35,46.65,64.29,0.0
1,4,4,18.9,55.05,14.96,47.67,66.67,0.0
1,5,0,30.67,41.43,24.89,36.15,23.36,69.15
1,5,1,24.85,34.11,16.79,37.17,30.06,79.64
1,5,2,25.15,34.99,19.85,36.73,27.23,78.12
1,5,3,24.27,34.55,17.86,37.32,31.4,78.42
1,5,4,24.27,34.11,17.56,43.59,27.98,80.24
2,0,0,52.28,0.0,0.0,0.0,0.0,0.0
2,0,1,52.43,0.0,0.0,0.0,0.0,0.0
2,0,2,51.55,0.0,0.0,0.0,0.0,0.0
2,0,3,51.25,0.0,0.0,0.0,0.0,0.0
2,0,4,51.1,0.0,0.0,0.0,0.0,0.0
2,1,0,10.6,81.86,0.0,0.0,0.0,0.0
2,1,1,9.43,79.65,0.0,0.0,0.0,0.0
2,1,2,10.01,78.17,0.0,0.0,0.0,0.0
2,1,3,10.75,85.55,0.0,0.0,0.0,0.0
2,1,4,20.47,84.22,0.0,0.0,0.0,0.0
2,2,0,28.42,42.48,49.85,0.0,0.0,0.0
2,2,1,42.42,38.05,59.1,0.0,0.0,0.0
2,2,2,41.38,40.12,60.3,0.0,0.0,0.0
2,2,3,42.86,36.14,61.79,0.0,0.0,0.0
2,2,4,44.77,37.61,61.79,0.0,0.0,0.0
2,3,0,48.9,22.86,9.1,55.5,0.0,0.0
2,3,1,45.36,23.6,4.78,61.24,0.0,0.0
2,3,2,56.26,29.35,8.96,57.52,0.0,0.0
2,3,3,54.2,33.33,13.13,53.64,0.0,0.0
2,3,4,54.93,32.74,12.69,56.43,0.0,0.0
2,4,0,25.92,38.5,27.31,3.72,90.3,0.0
2,4,1,51.25,41.89,26.72,22.95,95.08,0.0
2,4,2,50.66,42.48,26.12,23.1,95.37,0.0
2,4,3,35.79,32.45,30.45,24.19,96.53,0.0
2,4,4,45.66,34.51,26.72,24.81,97.11,0.0
2,5,0,45.21,34.66,13.58,9.46,84.66,53.13
2,5,1,48.75,34.22,15.07,9.3,81.19,54.33
2,5,2,48.16,34.37,13.88,8.53,81.48,53.58
2,5,3,44.77,33.48,11.94,7.44,83.65,50.6
2,5,4,46.69,26.99,12.39,5.58,81.91,62.99
3,0,0,76.39,0.0,0.0,0.0,0.0,0.0
3,0,1,80.5,0.0,0.0,0.0,0.0,0.0
3,0,2,92.23,0.0,0.0,0.0,0.0,0.0
3,0,3,91.64,0.0,0.0,0.0,0.0,0.0
3,0,4,91.79,0.0,0.0,0.0,0.0,0.0
3,1,0,75.07,84.72,0.0,0.0,0.0,0.0
3,1,1,70.53,95.1,0.0,0.0,0.0,0.0
3,1,2,68.04,97.18,0.0,0.0,0.0,0.0
3,1,3,67.3,98.52,0.0,0.0,0.0,0.0
3,1,4,67.89,98.22,0.0,0.0,0.0,0.0
3,2,0,38.27,71.66,86.34,0.0,0.0,0.0
3,2,1,43.84,67.06,92.36,0.0,0.0,0.0
3,2,2,44.28,69.58,91.19,0.0,0.0,0.0
3,2,3,45.01,71.36,90.46,0.0,0.0,0.0
3,2,4,45.75,71.81,89.43,0.0,0.0,0.0
3,3,0,48.68,67.95,58.88,78.64,0.0,0.0
3,3,1,40.62,63.95,51.69,88.18,0.0,0.0
3,3,2,42.23,65.73,55.8,86.67,0.0,0.0
3,3,3,42.23,65.73,53.89,87.73,0.0,0.0
3,3,4,42.23,65.58,54.77,87.88,0.0,0.0
3,4,0,47.8,57.42,55.36,38.33,71.91,0.0
3,4,1,46.19,44.21,47.87,42.27,85.8,0.0
3,4,2,47.36,46.29,49.05,41.06,86.56,0.0
3,4,3,45.6,52.52,49.78,43.18,85.8,0.0
3,4,4,52.35,58.46,57.86,41.21,82.9,0.0
3,5,0,41.79,61.42,55.8,34.24,31.15,50.29
3,5,1,40.76,57.86,48.31,49.09,14.2,55.16
3,5,2,44.57,66.77,51.69,33.79,17.1,67.55
3,5,3,44.13,60.83,50.07,39.55,23.66,62.98
3,5,4,43.26,60.53,49.34,39.7,24.73,62.83
4,0,0,78.79,0.0,0.0,0.0,0.0,0.0
4,0,1,74.92,0.0,0.0,0.0,0.0,0.0
4,0,2,73.22,0.0,0.0,0.0,0.0,0.0
4,0,3,68.11,0.0,0.0,0.0,0.0,0.0
4,0,4,67.8,0.0,0.0,0.0,0.0,0.0
4,1,0,38.08,78.56,0.0,0.0,0.0,0.0
4,1,1,32.97,84.14,0.0,0.0,0.0,0.0
4,1,2,32.51,82.82,0.0,0.0,0.0,0.0
4,1,3,35.29,81.2,0.0,0.0,0.0,0.0
4,1,4,40.71,93.1,0.0,0.0,0.0,0.0
4,2,0,47.52,53.45,28.68,0.0,0.0,0.0
4,2,1,50.62,49.78,42.04,0.0,0.0,0.0
4,2,2,45.82,49.93,45.2,0.0,0.0,0.0
